model,concat_variant,reference_variant,layer,mean_cos,std_across_pairs,n_pairs,n_rows_total,sem_across_pairs
Qwen2.5-3B-Instruct,negpos,negative,4,0.9982641879121843,5.360766406162913e-05,150,15000,4.377047441784232e-06
Qwen2.5-3B-Instruct,negpos,negative,5,0.9985373184704041,5.375160111369021e-05,150,15000,4.388799852871901e-06
Qwen2.5-3B-Instruct,negpos,negative,6,0.9984877108265656,4.9980451419693685e-05,150,15000,4.08088676974042e-06
Qwen2.5-3B-Instruct,negpos,negative,7,0.9985475578869155,5.057958530491782e-05,150,15000,4.129805846620765e-06
Qwen2.5-3B-Instruct,negpos,negative,8,0.9985004211777891,4.967866431716265e-05,150,15000,4.056245956001953e-06
Qwen2.5-3B-Instruct,negpos,negative,9,0.9984313754572421,5.1803821558813146e-05,150,15000,4.229764318176096e-06
Qwen2.5-3B-Instruct,negpos,negative,10,0.998575507099948,4.898659937868126e-05,150,15000,3.999739090396952e-06
Qwen2.5-3B-Instruct,negpos,negative,11,0.9986450514626367,4.945489174921275e-05,150,15000,4.037975002338302e-06
Qwen2.5-3B-Instruct,negpos,negative,12,0.9988355641392755,5.811000885275208e-05,150,15000,4.744662354595197e-06
Qwen2.5-3B-Instruct,negpos,negative,13,0.9986871514878589,5.401976876847706e-05,150,15000,4.410695650196788e-06
Qwen2.5-3B-Instruct,negpos,negative,14,0.9986206123898845,8.36550059811426e-05,150,15000,6.83040263610914e-06
Qwen2.5-3B-Instruct,negpos,negative,15,0.9984831063012671,8.874008790131215e-05,150,15000,7.245597836264723e-06
Qwen2.5-3B-Instruct,negpos,negative,16,0.9983769596866193,0.00010312759683111172,150,15000,8.420333021189571e-06
Qwen2.5-3B-Instruct,negpos,negative,17,0.9982972841288247,0.00010225562439998593,150,15000,8.349136770321826e-06
Qwen2.5-3B-Instruct,negpos,negative,18,0.9980269617041326,0.00013524967485258274,150,15000,1.1043089708872046e-05
Qwen2.5-3B-Instruct,negpos,negative,19,0.9980111730103317,0.00017003055707510788,150,15000,1.3882936850506217e-05
Qwen2.5-3B-Instruct,negpos,negative,20,0.9978580203396503,0.00021510937100525395,150,15000,1.756360659513036e-05
Qwen2.5-3B-Instruct,negpos,negative,21,0.9979838041127503,0.0003596895013286549,150,15000,2.9368524803044552e-05
Qwen2.5-3B-Instruct,negpos,negative,22,0.9983047379622354,0.0003261643892333357,150,15000,2.6631210862939864e-05
Qwen2.5-3B-Instruct,negpos,negative,23,0.9980997855979346,0.0005322034524125618,150,15000,4.345422992527885e-05
Qwen2.5-3B-Instruct,negpos,negative,24,0.9977850590534355,0.0007802719981397921,150,15000,6.370894186747852e-05
Qwen2.5-3B-Instruct,negpos,negative,25,0.9978928294970181,0.0007041673759207553,150,15000,5.749502548401454e-05
Qwen2.5-3B-Instruct,negpos,negative,26,0.9978855878936904,0.0007695326380952077,150,15000,6.283207679170303e-05
Qwen2.5-3B-Instruct,negpos,negative,27,0.9983825973961988,0.000527863479346294,150,15000,4.309987260828624e-05
Qwen2.5-3B-Instruct,negpos,negative,28,0.9985153152679636,0.0004994656336053782,150,15000,4.0781198212969165e-05
Qwen2.5-3B-Instruct,negpos,negative,29,0.9989746570272277,0.00032189404153178455,150,15000,2.6282538433170954e-05
Qwen2.5-3B-Instruct,negpos,negative,30,0.999206528838906,0.00023670909185950534,150,15000,1.9327216417779313e-05
Qwen2.5-3B-Instruct,negpos,negative,31,0.9989818569177504,0.00027387535280001503,150,15000,2.23618289161587e-05
Qwen2.5-3B-Instruct,negpos,negative,32,0.9980639049161328,0.0003269235448985253,150,15000,2.6693195663441785e-05
Qwen2.5-3B-Instruct,negpos,negative,33,0.9961626170427894,0.0005132967461203692,150,15000,4.191050382086084e-05
Qwen2.5-3B-Instruct,negpos,negative,34,0.9949580355515688,0.0005781889058516385,150,15000,4.7208926475820574e-05
Qwen2.5-3B-Instruct,negpos,negative,35,0.9922280290393501,0.0009392080367377162,150,15000,7.668601507761874e-05
Qwen2.5-3B-Instruct,negpos,positive,0,0.9991939890451357,1.7042324898406075e-05,150,15000,1.3915000010608016e-06
Qwen2.5-3B-Instruct,negpos,positive,1,0.9989684387280344,4.725346989544349e-05,150,15000,3.858229660660084e-06
Qwen2.5-3B-Instruct,negpos,positive,2,0.9988311986648117,4.643814153711395e-05,150,15000,3.7916583789691358e-06
Qwen2.5-3B-Instruct,negpos,positive,3,0.9983602726768652,9.481478642318766e-05,150,15000,7.74159489359253e-06
Qwen2.5-3B-Instruct,negpos,positive,4,0.998070404180736,6.129512271222576e-05,150,15000,5.0047258122077735e-06
Qwen2.5-3B-Instruct,negpos,positive,5,0.9983826689350908,4.862960265510891e-05,150,15000,3.970590429977029e-06
Qwen2.5-3B-Instruct,negpos,positive,6,0.998342868035892,4.71014018359556e-05,150,15000,3.845813355596066e-06
Qwen2.5-3B-Instruct,negpos,positive,7,0.9984230044151398,4.5552088261187516e-05,150,15000,3.719312431937761e-06
Qwen2.5-3B-Instruct,negpos,positive,8,0.9983734908562313,5.1198094310450596e-05,150,15000,4.1803068954498174e-06
Qwen2.5-3B-Instruct,negpos,positive,9,0.9983164577790499,5.191523693426386e-05,150,15000,4.238861345487925e-06
Qwen2.5-3B-Instruct,negpos,positive,10,0.9984630615998693,4.959240791822383e-05,150,15000,4.049203150520285e-06
Qwen2.5-3B-Instruct,negpos,positive,11,0.9985564991130081,4.634866293195814e-05,150,15000,3.7843524814515457e-06
Qwen2.5-3B-Instruct,negpos,positive,12,0.998758350925468,5.394617152682809e-05,150,15000,4.404686460579578e-06
Qwen2.5-3B-Instruct,negpos,positive,13,0.9986394351279635,5.54249580882272e-05,150,15000,4.525428877710002e-06
Qwen2.5-3B-Instruct,negpos,positive,14,0.9986048042860828,7.013567737089911e-05,150,15000,5.726554077438921e-06
Qwen2.5-3B-Instruct,negpos,positive,15,0.9985042708836852,7.710738578351901e-05,150,15000,6.295791685651843e-06
Qwen2.5-3B-Instruct,negpos,positive,16,0.998444018076011,9.389735943978786e-05,150,15000,7.666687294072853e-06
Qwen2.5-3B-Instruct,negpos,positive,17,0.9984227276840711,0.0001378195191724044,150,15000,1.125291661893714e-05
Qwen2.5-3B-Instruct,negpos,positive,18,0.9982592303711328,0.00020115947346858114,150,15000,1.6424602230831814e-05
Qwen2.5-3B-Instruct,negpos,positive,19,0.9982027466761954,0.0002150833610275901,150,15000,1.7561482889347104e-05
Qwen2.5-3B-Instruct,negpos,positive,20,0.9981081462740622,0.000268913780903901,150,15000,2.195671826723828e-05
Qwen2.5-3B-Instruct,negpos,positive,21,0.9981949108381453,0.0004494936113330992,150,15000,3.670099968023316e-05
Qwen2.5-3B-Instruct,negpos,positive,22,0.9984578918183877,0.0004234723227354869,150,15000,3.4576370363104764e-05
Qwen2.5-3B-Instruct,negpos,positive,23,0.9982387040682797,0.0007045729896634114,150,15000,5.752814370742015e-05
Qwen2.5-3B-Instruct,negpos,positive,24,0.9979004183650035,0.0010318072930979103,150,15000,8.424671269907359e-05
Qwen2.5-3B-Instruct,negpos,positive,25,0.9980136427963312,0.0009148596384487501,150,15000,7.4697976682218e-05
Qwen2.5-3B-Instruct,negpos,positive,26,0.9979910960848605,0.000946149249883888,150,15000,7.725276275775272e-05
Qwen2.5-3B-Instruct,negpos,positive,27,0.9984740338085675,0.0006583853862809445,150,15000,5.3756941683117136e-05
Qwen2.5-3B-Instruct,negpos,positive,28,0.9985728577046554,0.0006083686398841323,150,15000,4.967309144090451e-05
Qwen2.5-3B-Instruct,negpos,positive,29,0.9990390330654587,0.00037597216424852914,150,15000,3.0697998663292146e-05
Qwen2.5-3B-Instruct,negpos,positive,30,0.999250143171145,0.00025831884717708494,150,15000,2.1091645550928162e-05
Qwen2.5-3B-Instruct,negpos,positive,31,0.999010004144296,0.0003025119313817653,150,15000,2.4699995766305426e-05
Qwen2.5-3B-Instruct,negpos,positive,32,0.9980970206751296,0.00037208362708296373,150,15000,3.038050093324269e-05
Qwen2.5-3B-Instruct,negpos,positive,33,0.996238218460822,0.0005701816172636836,150,15000,4.65551341003639e-05
Qwen2.5-3B-Instruct,negpos,positive,34,0.9950457772548695,0.0006941628686544746,150,15000,5.6678160886336075e-05
Qwen2.5-3B-Instruct,negpos,positive,35,0.9924329096827571,0.0010145263216703706,150,15000,8.2835727290504e-05
Qwen2.5-3B-Instruct,posneg,negative,0,0.9992512182075709,1.907992248096384e-05,150,15000,1.5578691470073033e-06
Qwen2.5-3B-Instruct,posneg,negative,1,0.9990482490193491,3.1417317087239936e-05,150,15000,2.5652131983653633e-06
Qwen2.5-3B-Instruct,posneg,negative,2,0.9989277435636018,3.170317353061303e-05,150,15000,2.5885532792303922e-06
Qwen2.5-3B-Instruct,posneg,negative,3,0.9985070935864265,7.006846462206064e-05,150,15000,5.721066179476784e-06
Qwen2.5-3B-Instruct,posneg,negative,4,0.9982539982661863,5.2222585148470316e-05,150,15000,4.263956222093306e-06
Qwen2.5-3B-Instruct,posneg,negative,5,0.998524249981549,5.417029925173397e-05,150,15000,4.422986412687255e-06
Qwen2.5-3B-Instruct,posneg,negative,6,0.9984727637826036,5.029138663381907e-05,150,15000,4.106274523662761e-06
Qwen2.5-3B-Instruct,posneg,negative,7,0.9985315122360917,5.1972840112613465e-05,150,15000,4.243564625305227e-06
Qwen2.5-3B-Instruct,posneg,negative,8,0.9984796680295555,5.123392991512025e-05,150,15000,4.183232860318643e-06
Qwen2.5-3B-Instruct,posneg,negative,9,0.9984088388381351,5.283598183442734e-05,150,15000,4.314039851776936e-06
Qwen2.5-3B-Instruct,posneg,negative,10,0.9985550249778105,4.94710686905406e-05,150,15000,4.039295844066708e-06
Qwen2.5-3B-Instruct,posneg,negative,11,0.9986256961551699,4.960234196716423e-05,150,15000,4.050014262219745e-06
Qwen2.5-3B-Instruct,posneg,negative,12,0.9988188158189873,5.604983893247021e-05,150,15000,4.576450184991167e-06
Qwen2.5-3B-Instruct,posneg,negative,13,0.9986644137514799,5.251576368330478e-05,150,15000,4.28789414922268e-06
Qwen2.5-3B-Instruct,posneg,negative,14,0.9985998220015013,8.089579810529598e-05,150,15000,6.6051142564393786e-06
Qwen2.5-3B-Instruct,posneg,negative,15,0.9984620950744223,8.551078032299253e-05,150,15000,6.981925976618527e-06
Qwen2.5-3B-Instruct,posneg,negative,16,0.9983532128713504,0.00010292321431389919,150,15000,8.403645258539028e-06
Qwen2.5-3B-Instruct,posneg,negative,17,0.9982651007299735,0.00011592765369669808,150,15000,9.465453287832745e-06
Qwen2.5-3B-Instruct,posneg,negative,18,0.9979832383756176,0.0001706624473556174,150,15000,1.3934530475861965e-05
Qwen2.5-3B-Instruct,posneg,negative,19,0.9979760469758986,0.00019443808927730838,150,15000,1.5875803509704224e-05
Qwen2.5-3B-Instruct,posneg,negative,20,0.9978168406265124,0.0002464352700166238,150,15000,2.0121355538857428e-05
Qwen2.5-3B-Instruct,posneg,negative,21,0.9979393701252849,0.000458440777109817,150,15000,3.743153270680153e-05
Qwen2.5-3B-Instruct,posneg,negative,22,0.9982564392628748,0.0004593150632150096,150,15000,3.7502917868365766e-05
Qwen2.5-3B-Instruct,posneg,negative,23,0.9979932592476219,0.0007248966066287109,150,15000,5.918756008384532e-05
Qwen2.5-3B-Instruct,posneg,negative,24,0.9975991726363678,0.0010925361990589415,150,15000,8.920520710713992e-05
Qwen2.5-3B-Instruct,posneg,negative,25,0.9977400672368896,0.000952670872157096,150,15000,7.778525098657037e-05
Qwen2.5-3B-Instruct,posneg,negative,26,0.997751986744997,0.0009864129669719121,150,15000,8.054028149153402e-05
Qwen2.5-3B-Instruct,posneg,negative,27,0.9982811560741275,0.000695919508743806,150,15000,5.682158994902204e-05
Qwen2.5-3B-Instruct,posneg,negative,28,0.998429560334013,0.0006338399331211239,150,15000,5.1752813824885617e-05
Qwen2.5-3B-Instruct,posneg,negative,29,0.9989168491312063,0.00041128318084714837,150,15000,3.358113109547763e-05
Qwen2.5-3B-Instruct,posneg,negative,30,0.999165849714715,0.0002944312487626665,150,15000,2.4040210793299797e-05
Qwen2.5-3B-Instruct,posneg,negative,31,0.9989324762562283,0.0003262095288110117,150,15000,2.6634896494023558e-05
Qwen2.5-3B-Instruct,posneg,negative,32,0.9980173677977145,0.00036493096710792187,150,15000,2.9796488691826664e-05
Qwen2.5-3B-Instruct,posneg,negative,33,0.9961145453409904,0.0005577175752424704,150,15000,4.5537449330877886e-05
Qwen2.5-3B-Instruct,posneg,negative,34,0.9948961179082754,0.0006284032860682659,150,15000,5.1308913451848684e-05
Qwen2.5-3B-Instruct,posneg,negative,35,0.9921084259136643,0.0010353625656804918,150,15000,8.453699948986798e-05
Qwen2.5-3B-Instruct,posneg,positive,0,0.9991921460379856,1.6468461391018875e-05,150,15000,1.3446442418907175e-06
Qwen2.5-3B-Instruct,posneg,positive,1,0.9989675590507058,4.6674222736587455e-05,150,15000,3.810934328188279e-06
Qwen2.5-3B-Instruct,posneg,positive,2,0.9988307152285897,4.563726142683009e-05,150,15000,3.7262667917911564e-06
Qwen2.5-3B-Instruct,posneg,positive,3,0.9983653095344232,9.321586994635171e-05,150,15000,7.611043909939975e-06
Qwen2.5-3B-Instruct,posneg,positive,4,0.9980839005822676,6.254756656231592e-05,150,15000,5.106987424348032e-06
Qwen2.5-3B-Instruct,posneg,positive,5,0.998398724616964,4.811617425592411e-05,150,15000,3.9286691767284705e-06
Qwen2.5-3B-Instruct,posneg,positive,6,0.9983603614888079,4.399344865826038e-05,150,15000,3.5920500412689057e-06
Qwen2.5-3B-Instruct,posneg,positive,7,0.9984404054205396,4.180571235533597e-05,150,15000,3.4134221201379812e-06
Qwen2.5-3B-Instruct,posneg,positive,8,0.9983948324983233,4.4717243488845316e-05,150,15000,3.651147641715482e-06
Qwen2.5-3B-Instruct,posneg,positive,9,0.9983400529871163,4.411436957017493e-05,150,15000,3.601923192382995e-06
Qwen2.5-3B-Instruct,posneg,positive,10,0.9984840623050206,4.2099310984478394e-05,150,15000,3.437394347823967e-06
Qwen2.5-3B-Instruct,posneg,positive,11,0.9985759362364597,3.997405089368863e-05,150,15000,3.263867588052768e-06
Qwen2.5-3B-Instruct,posneg,positive,12,0.998776090096254,4.612881696247217e-05,150,15000,3.766402133209942e-06
Qwen2.5-3B-Instruct,posneg,positive,13,0.9986596527263841,4.61810188474661e-05,150,15000,3.7706643992714947e-06
Qwen2.5-3B-Instruct,posneg,positive,14,0.9986250847180584,6.218682916496385e-05,150,15000,5.077533339192958e-06
Qwen2.5-3B-Instruct,posneg,positive,15,0.9985244967667529,6.917222045837842e-05,150,15000,5.647888149944488e-06
Qwen2.5-3B-Instruct,posneg,positive,16,0.9984654134134799,8.450902626500699e-05,150,15000,6.9001331002909605e-06
Qwen2.5-3B-Instruct,posneg,positive,17,0.9984394154555044,0.00013492984975773854,150,15000,1.1016976099228528e-05
Qwen2.5-3B-Instruct,posneg,positive,18,0.9982746198023446,0.00020243638722991178,150,15000,1.6528861802858414e-05
Qwen2.5-3B-Instruct,posneg,positive,19,0.9982069759451633,0.0002343123693717529,150,15000,1.9131524846111067e-05
Qwen2.5-3B-Instruct,posneg,positive,20,0.9981074925172064,0.0002993369940584759,150,15000,2.4440763219392864e-05
Qwen2.5-3B-Instruct,posneg,positive,21,0.9981869519889517,0.000544248909808274,150,15000,4.4437737403209805e-05
Qwen2.5-3B-Instruct,posneg,positive,22,0.9984490490385999,0.000517962720762031,150,15000,4.229147905502208e-05
Qwen2.5-3B-Instruct,posneg,positive,23,0.9982946715848975,0.0006944953230870433,150,15000,5.670530567708673e-05
Qwen2.5-3B-Instruct,posneg,positive,24,0.9979971998658226,0.0009680654494246124,150,15000,7.904221295694585e-05
Qwen2.5-3B-Instruct,posneg,positive,25,0.9980867404046112,0.0008824697054590558,150,15000,7.205334972796166e-05
Qwen2.5-3B-Instruct,posneg,positive,26,0.9980613221959319,0.0009049324825180477,150,15000,7.388742779464252e-05
Qwen2.5-3B-Instruct,posneg,positive,27,0.9985285988538027,0.0006233973626953395,150,15000,5.090018152001063e-05
Qwen2.5-3B-Instruct,posneg,positive,28,0.9986246858166287,0.0005770342992170335,150,15000,4.7114653238873425e-05
Qwen2.5-3B-Instruct,posneg,positive,29,0.9990692628598902,0.00036088113151200464,150,15000,2.9465821000088084e-05
Qwen2.5-3B-Instruct,posneg,positive,30,0.999270962388353,0.00025055038192507175,150,15000,2.04573530191957e-05
Qwen2.5-3B-Instruct,posneg,positive,31,0.9990508898517431,0.0002696745082885818,150,15000,2.2018831398099276e-05
Qwen2.5-3B-Instruct,posneg,positive,32,0.9981357861126401,0.00034683757669132416,150,15000,2.8319169550572415e-05
Qwen2.5-3B-Instruct,posneg,positive,33,0.9962667852962281,0.0005717653975168607,150,15000,4.668444921652989e-05
Qwen2.5-3B-Instruct,posneg,positive,34,0.9950810310948841,0.0006917720577326594,150,15000,5.648295199200539e-05
Qwen2.5-3B-Instruct,posneg,positive,35,0.9924739575359627,0.0010437776720459203,150,15000,8.522409004741952e-05
