model,category,pair_slug,concat_variant,reference_variant,layer,mean_cos,std_cos,n_rows
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,3,0.9786990139488988,0.004674083380316123,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,4,0.924312248651606,0.02347650658216474,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,5,0.8770253865019931,0.05052140352576052,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,6,0.8071915800702422,0.09002332145997315,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,7,0.7530508828007016,0.11228282541553054,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,8,0.6821908942075139,0.12301073163376815,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,9,0.656516700476088,0.1327059000610774,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,10,0.622053464461528,0.14586356868275596,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,11,0.6408975230804133,0.11072216078270819,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,12,0.5919174061129684,0.11052840025935536,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,13,0.5814454308700739,0.10713388369718838,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,14,0.5952426002960524,0.1010981716732219,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,15,0.5647663702676279,0.110304921182199,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,16,0.5587980880253568,0.11047871917830769,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,17,0.5866375850660678,0.10605593946112767,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,18,0.5664771054684085,0.10709964728429473,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,19,0.5476105183423552,0.11003651130824477,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,20,0.5383852955400978,0.11468461120278885,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,21,0.5277618654517622,0.11739011815309068,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,22,0.5273294274165063,0.11702474107624289,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,23,0.5096985191047344,0.11918675254578912,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,24,0.5472392485724974,0.10421125260436367,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,25,0.5784916945573528,0.09242183587027093,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,26,0.7123814486950873,0.06878610428846783,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,positive,27,0.7996895212286674,0.05195351275715793,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,0,0.9984801484787839,0.0006307738609126124,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,1,0.9976440897368076,0.0008723836715542255,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,2,0.9959179042484959,0.001240655941551882,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,3,0.984363114237933,0.0037747985651599932,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,4,0.9384703631483359,0.019620538446159835,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,5,0.8977030119385696,0.037814051291908596,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,6,0.8306601538730838,0.07700786439366235,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,7,0.7746356772651282,0.10491367335317386,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,8,0.7134925154936568,0.11731073927242738,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,9,0.6872778009630623,0.13126609769082156,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,10,0.6372823863696988,0.14908639272077948,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,11,0.6588524941679779,0.12309745727273293,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,12,0.6138422037010764,0.12896679922501855,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,13,0.6057277814692612,0.12926934938829296,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,14,0.6226409402626402,0.11915723342494265,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,15,0.5917258758166429,0.12155176747278143,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,16,0.5898949062030601,0.1237956268435587,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,17,0.6148476039018466,0.11555897321024079,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,18,0.5941640762314103,0.12147065620507351,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,19,0.5851993478914549,0.1265024472761522,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,20,0.574066813659758,0.13070947149931053,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,21,0.5611529068412413,0.1341578239027729,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,22,0.5582420271470623,0.13402723701940014,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,23,0.5405311109981887,0.13559516814253061,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,24,0.5677535851825223,0.11999964835429665,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,25,0.5984593155988968,0.10714145266532055,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,26,0.722523280444661,0.07690339190446895,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,negpos,negative,27,0.8008770810248065,0.05426061479059439,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,0,0.997499849115925,0.001312439606273179,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,1,0.9966504440506276,0.0013211381285577603,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,2,0.9948269210523977,0.0014408570673067433,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,3,0.9788489730971119,0.004642616168970886,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,4,0.924621052607092,0.023620853556849862,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,5,0.8764320068677958,0.051397272476985126,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,6,0.8063579805400145,0.09130458648201505,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,7,0.7515608352164768,0.11418942840424923,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,8,0.6762388116503217,0.12519858560515498,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,9,0.6513221933688595,0.13473566481043361,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,10,0.6165159655971869,0.1475055798517139,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,11,0.6295569612392182,0.11711297308371735,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,12,0.5830908600307666,0.11473023876704759,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,13,0.5833383528964934,0.1251811942574613,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,14,0.6056606408757012,0.12190643950771235,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,15,0.5812890227146857,0.13333516163625614,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,16,0.5806857418863957,0.13552531283017294,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,17,0.6044977345072584,0.12932939932101734,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,18,0.5891763545027371,0.1337067880808384,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,19,0.5716831550533793,0.13900289472468588,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,20,0.5632035761712334,0.14432634016093712,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,21,0.5561218667468707,0.14955022416244054,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,22,0.55574969790293,0.14917285222655335,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,23,0.5378695189178793,0.1518981663701955,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,24,0.5737640801836509,0.13444746672022861,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,25,0.6052625888344502,0.12043013145068754,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,26,0.7272221344121752,0.08779292492668574,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,positive,27,0.8080193667942219,0.06598200429043223,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,0,0.9984896587103707,0.0006306879486708344,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,1,0.9976466993327736,0.0008734638448970273,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,2,0.995881725617936,0.0012442824159878182,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,3,0.9839988240066516,0.00378308685744041,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,4,0.9377364480342161,0.019818745675874466,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,5,0.8961585510313284,0.03836083850864523,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,6,0.8285795150043497,0.07792444296924372,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,7,0.7717846039246028,0.10626635411864147,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,8,0.7111228295594786,0.11873673447771438,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,9,0.6846450216864731,0.13267729488842775,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,10,0.6368238376721961,0.15126654830185818,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,11,0.654027833561801,0.1276512396272958,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,12,0.604859010406691,0.1296152763425076,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,13,0.5815580556551428,0.12026305255492428,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,14,0.5894383248174535,0.1111477071865468,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,15,0.5565412147597472,0.10809955360224112,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,16,0.5530895510210317,0.1080015911460105,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,17,0.5815318769031346,0.10078613200126718,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,18,0.5589359023319449,0.10527292753865165,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,19,0.5520765047848442,0.11055010876762361,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,20,0.5387851340092399,0.11279667271240212,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,21,0.5223461052190035,0.11468836271436787,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,22,0.5180288499451806,0.11366156777372137,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,23,0.4993744574543517,0.11506103393437164,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,24,0.5295967540555018,0.09924349645040025,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,25,0.5639409921355378,0.08880232658443851,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,26,0.699819469453437,0.06702503277274004,100
Llama-3.2-3B-Instruct,ideology,ideology__welfare_expansion__fiscal_restraint,posneg,negative,27,0.7832058618830566,0.04877696814498826,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,0,0.997629772197105,0.0011870382138574312,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,1,0.9968125399540859,0.0012058120721677968,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,2,0.9947715325411925,0.0014867214410728133,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,3,0.977773332107612,0.004480261281196862,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,4,0.92131613849155,0.02088854677223677,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,5,0.8921468482585848,0.036561191840018915,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,6,0.8602193744005059,0.0644130730012512,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,7,0.8447716962016573,0.08626378792100556,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,8,0.8089785703764126,0.10184934119644948,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,9,0.8016207558159663,0.1002192538366702,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,10,0.7817213201810483,0.10124318689821876,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,11,0.7783550595210716,0.0893951984403479,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,12,0.6899653564500187,0.07680360792967861,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,13,0.6553971032257598,0.06884958542718257,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,14,0.6581175817202108,0.06730011867005223,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,15,0.6261088766096843,0.06520438689157955,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,16,0.6342848046584362,0.0671832067359702,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,17,0.6401878800260663,0.06867524987582434,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,18,0.6177773906557942,0.0655388275512311,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,19,0.5796161346425841,0.06086065802754803,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,20,0.5690843939549699,0.0660282187716736,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,21,0.5583415657274903,0.06365153653766177,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,22,0.5499703814139619,0.06443689205176042,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,23,0.526164626530183,0.0627368485507617,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,24,0.5655547865126482,0.05845143634700789,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,25,0.5979378247015896,0.053028895801750464,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,26,0.7151313985751551,0.04562511853445921,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,positive,27,0.7696950126189188,0.037458899400799404,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,0,0.9984273309351799,0.0006201844932062886,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,1,0.9976090386749693,0.0008615742619431945,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,2,0.995803697519997,0.0012964459357920899,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,3,0.9829197005375387,0.004109731547852852,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,4,0.931384913665357,0.02280629415463659,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,5,0.9033437976455179,0.04267584531365452,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,6,0.8661209236171178,0.07889435040281566,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,7,0.8347863115140387,0.11223132557510626,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,8,0.7988540405325222,0.13657762308879118,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,9,0.7656454388823053,0.1501532295497286,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,10,0.7397480086919869,0.15643693076476595,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,11,0.7320058462468028,0.14067941818273072,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,12,0.6547849113563714,0.1446027697871273,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,13,0.6290254061655677,0.14283584927485882,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,14,0.6366088632264625,0.1401520872933519,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,15,0.6092379232824636,0.14043619751932657,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,16,0.6118473191883939,0.13962179556727392,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,17,0.6154936848739337,0.13499497957947523,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,18,0.5878464183739269,0.13567039938266975,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,19,0.5566972564500854,0.12331430388103118,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,20,0.5458093504309118,0.1267003389813923,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,21,0.5322154140233003,0.12610981944075295,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,22,0.5291209193042912,0.1228832510259283,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,23,0.5091836838412996,0.12193993378500646,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,24,0.5449467683159931,0.10999025700214354,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,25,0.5933056713594541,0.10531301949577894,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,26,0.7129500273798923,0.07860585806396743,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,negpos,negative,27,0.7740437329297142,0.058106197577542394,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,0,0.9976326839007573,0.0011967931420536946,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,1,0.9968314039575429,0.0012173958043477276,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,2,0.9948435993288767,0.0014907756352411437,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,3,0.9777346821802818,0.004456082926970626,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,4,0.9207909676463322,0.021591896230768185,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,5,0.8914591013047917,0.03746920535568639,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,6,0.8601641354185299,0.0646144603129756,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,7,0.8450517772854618,0.08598700838386963,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,8,0.8094183203619316,0.10177030350070577,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,9,0.7850799065061034,0.09410231970206735,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,10,0.7718850709861492,0.0963608061806982,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,11,0.7533193110965206,0.08343261647371285,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,12,0.6555453471419779,0.0730748550286666,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,13,0.6385838445115538,0.07745106875615414,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,14,0.659936024095384,0.08102001109541627,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,15,0.6453245652985147,0.08760180271401324,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,16,0.6786583672443168,0.0952286224015756,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,17,0.6810303775344424,0.09656420806433053,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,18,0.6681175783045518,0.10147599932848586,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,19,0.6505085106372493,0.10226347317495194,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,20,0.6518504472366157,0.11210354705108753,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,21,0.6414980245044055,0.11188265825271122,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,22,0.635563833434048,0.1130083648630859,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,23,0.6179100342628214,0.1141815481150305,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,24,0.6427315591573186,0.10380273231883685,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,25,0.6643474079240093,0.09246400117392437,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,26,0.7616346102823291,0.0683517423747961,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,positive,27,0.8025243256250094,0.05287071877992941,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,negative,0,0.9984179004608629,0.0006172292438621202,100
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__abstract_wording__concrete_wording,posneg,negative,1,0.9975981732238464,0.0008566453594722113,100
