model,category,pair_slug,concat_variant,reference_variant,layer,mean_cos,std_across_rows,n_rows_total
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,negative,7,0.25379615109915415,0.2752112798632405,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,negative,8,0.27526334156803284,0.26123979932552877,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,negative,9,0.26458473185360365,0.2830230802498197,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,negative,10,0.26036835298844135,0.2901399774396776,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,negative,11,0.26474908666183483,0.254523760482324,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,negative,12,0.26566105265230444,0.23442709177382362,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,negative,13,0.2705503011842159,0.20482042369081055,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,negative,14,0.2579489675070731,0.18875675237482709,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,negative,15,0.2238465285575368,0.17570357837157424,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,negative,16,0.22304304254909144,0.1732702474087362,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,negative,17,0.20810602592199182,0.1726840650356737,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,negative,18,0.20434335183859587,0.17256472028059103,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,negative,19,0.2067856931635541,0.17474070079277734,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,negative,20,0.20119444330688968,0.1762995960713899,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,negative,21,0.19673299483851445,0.17628521798351718,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,negative,22,0.1943502721660738,0.1763571097736831,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,negative,23,0.18525785954013724,0.17234787610858301,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,negative,24,0.18129774512638483,0.16835309002891669,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,negative,25,0.17435648643702892,0.1661324771758858,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,negative,26,0.17009780539843838,0.16658457934656246,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,negative,27,0.16424662262145082,0.15932441195187869,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,0,0.409545197276479,0.15905757487256858,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,1,0.3777332674004962,0.1376055940280172,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,2,0.39337443404604533,0.10380389028255442,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,3,0.2753678764705547,0.09779796435840926,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,4,0.10025928197457407,0.17741095868010767,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,5,0.12494491634755565,0.23535016104477452,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,6,0.08348396558766226,0.2787420278446026,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,7,0.10746992339953108,0.2900265358277074,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,8,0.1455148760404295,0.2805698540168801,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,9,0.14258886902576026,0.28781516641558397,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,10,0.14834860335799316,0.28466017509478264,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,11,0.19844611012397306,0.24602334361354908,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,12,0.22439229232362196,0.21450564162976282,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,13,0.253354981153848,0.180474541427447,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,14,0.23942093394839478,0.16704252387574015,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,15,0.21157264909244977,0.15125638062373317,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,16,0.19558762459505502,0.14815515744629656,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,17,0.177692438248515,0.14935945791831365,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,18,0.16213824817445668,0.14141837171467367,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,19,0.14507625127438695,0.1363653784685783,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,20,0.1434302611114336,0.1363355670395646,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,21,0.13896363527107541,0.13351367669826875,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,22,0.12906835266369,0.1280143208004893,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,23,0.12530343050202875,0.126379003621916,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,24,0.12005732710874494,0.11916940286759638,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,25,0.11495460515356887,0.11575281080817043,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,26,0.1243375409328419,0.11856450240652555,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,negpos,positive,27,0.12053178687489227,0.11132158178802713,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,0,0.6607739609100847,0.10347121378264809,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,1,0.5726369623402701,0.10221237850390681,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,2,0.5251592899132017,0.10658546456059675,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,3,0.41398739297338816,0.10698957966398291,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,4,0.24545102820338255,0.18033705378920986,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,5,0.25877544136434727,0.21634881655037666,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,6,0.23411738353536196,0.2646489134528384,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,7,0.25708645724975904,0.2834655872264952,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,8,0.29297478547525285,0.2702471037438896,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,9,0.2715678039472742,0.2938901386831162,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,10,0.2657861323592138,0.29779529357119994,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,11,0.27623915146758266,0.26427107625629587,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,12,0.2664126488208233,0.23380448473463247,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,13,0.2565796938816326,0.19455102621061598,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,14,0.2335221381300377,0.18039958165829048,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,15,0.2018713779917813,0.16626037978009658,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,16,0.19847302476324377,0.15961096028200755,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,17,0.18443220596257137,0.15838577492559008,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,18,0.17886437730232355,0.15486421218892055,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,19,0.18119618016615122,0.15425237714700496,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,20,0.17349868593554366,0.15330974124326105,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,21,0.16803783373945053,0.1500054333234876,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,22,0.16358405072348906,0.1493942799823596,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,23,0.15524021097607815,0.1453673653495879,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,24,0.14970236763957348,0.14052364942359233,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,25,0.1417141977187181,0.13775577509434528,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,26,0.13606687592475133,0.1373948223771658,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,negative,27,0.1319690521564147,0.13582578718203434,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,0,0.4143091339774386,0.15773684964407717,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,1,0.38177773843174134,0.13627735625142845,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,2,0.3918700516218916,0.10441276793917363,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,3,0.2794321606491129,0.09904867931947349,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,4,0.10942597027093973,0.17997742043756482,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,5,0.1500053418164737,0.238606916377682,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,6,0.11591647236500145,0.2880425756382312,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,7,0.14017543447800526,0.30354234411151254,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,8,0.1769331273692962,0.2904647913668946,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,9,0.171784639469613,0.2960118633274502,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,10,0.1784191281133834,0.2880519563478082,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,11,0.2244971599079428,0.24478455466461047,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,12,0.2960504889556127,0.2236326100482594,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,13,0.36094008091655744,0.20134488291882693,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,14,0.3555799014750784,0.19147254679508166,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,15,0.3157561410042855,0.17999357736115,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,16,0.2922222660721674,0.1775869619623431,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,17,0.2736334441376667,0.17815299439975113,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,18,0.25548542641388905,0.17237302780175143,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,19,0.23959426692229463,0.16714660310412988,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,20,0.23470522242097275,0.165425998574451,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,21,0.22888951007106623,0.16299215420127183,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,22,0.21771617764764253,0.15860400248569437,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,23,0.2121980140308186,0.15659523145892115,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,24,0.20350681329211695,0.1506891973507247,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,25,0.19515309935026948,0.1482858591747049,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,26,0.2033346891741027,0.1519453608815842,100
Llama-3.2-3B-Instruct,ideology,ideology__environmental_protection__economic_growth,posneg,positive,27,0.20054796353604012,0.14342247513940837,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,0,0.4305675481905968,0.13379406493954632,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,1,0.3980062869752147,0.121218730074863,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,2,0.375110534980433,0.12360362845820444,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,3,0.3319023361345648,0.11991436744820051,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,4,0.2133899296755985,0.20218612305502912,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,5,0.2216976949015406,0.23954654778280315,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,6,0.1930300206952458,0.28882274417184,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,7,0.20204311864823357,0.3181811297082768,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,8,0.20663017953005902,0.3149956755355367,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,9,0.2017118152558766,0.33236058954464237,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,10,0.21388187127066305,0.3269360064022715,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,11,0.22831254841220944,0.28751515753856915,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,12,0.25949217560390886,0.2736044154177703,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,13,0.300240084910141,0.25406546605589575,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,14,0.3111479641995731,0.2410094937981326,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,15,0.32009998017481195,0.23424544820246068,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,16,0.3110741824998167,0.23028946328081054,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,17,0.2980607408643791,0.22653464383378608,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,18,0.2934007499417442,0.22209373919098419,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,19,0.2806225387664743,0.21343672501724922,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,20,0.28517715608675254,0.21290660422264118,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,21,0.28634324301600594,0.2138981861266878,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,22,0.2887219339516082,0.21306776256709248,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,23,0.28406856363239474,0.2127619542256865,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,24,0.28106297376209816,0.21098711276314494,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,25,0.2753282147317314,0.21223631077626745,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,26,0.2813471965804023,0.2119793199615724,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,negative,27,0.28081907006037055,0.20485526233244736,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,0,0.5531326360323752,0.14431089670464092,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,1,0.4484245914018573,0.13825259557112143,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,2,0.37154560570780043,0.10788260344949883,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,3,0.2624631901981139,0.1057068716871458,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,4,0.11998429633894757,0.17885569512856556,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,5,0.14285110672126777,0.23478791079263925,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,6,0.11020282559775957,0.2798746988197795,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,7,0.13261632240267918,0.3009713615951266,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,8,0.14274644070329184,0.2952701988274676,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,9,0.15551443995593994,0.3024195790618438,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,10,0.17120620985213705,0.2978969033006196,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,11,0.203773129803725,0.25799851202627194,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,12,0.21867396923512084,0.23497562977611194,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,13,0.24673256209073272,0.19969093005748823,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,14,0.2566743791415576,0.19752860908403483,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,15,0.2438854851435896,0.1869233782507334,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,16,0.23832664924055968,0.1838964875465577,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,17,0.23579343890365587,0.18567364886508766,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,18,0.22236433116016383,0.1828352120795365,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,19,0.21772491380516226,0.17796929359048871,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,20,0.21805521592198718,0.17688277218686765,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,21,0.2147438216142571,0.1732698750408802,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,22,0.2112525986684907,0.17038130065221424,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,23,0.20485425055310005,0.17143841695125397,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,24,0.2010006014300392,0.1655534087543365,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,25,0.19228612596064049,0.1645437360839493,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,26,0.19205718228773475,0.17129405375396523,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,negpos,positive,27,0.18846838479654832,0.1723103382581708,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,0,0.43238343755700404,0.13379290013313527,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,1,0.39898481941390074,0.12102560021074552,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,2,0.37114465830927906,0.12359877139479439,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,3,0.3275018466850318,0.11658110998457123,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,4,0.20832281136621972,0.19844414590098453,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,5,0.21455279020915957,0.23760713770916486,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,6,0.18446524709148926,0.28458730187174347,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,7,0.19258348809528747,0.31416889939490916,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,8,0.19990121157574556,0.3102706296596111,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,9,0.19823924158908318,0.3294080817342691,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,10,0.20924820508974565,0.327641820995116,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,11,0.22881362274755987,0.2880245248519779,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,12,0.2424444920991364,0.26777984525972176,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,13,0.264789180756016,0.237049360167207,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,14,0.261909938379283,0.21874466494266562,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,15,0.25969688291047793,0.20596300399839615,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,16,0.2545704731586056,0.2046391105946396,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,17,0.24184310037108672,0.1987093414558628,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,18,0.22948605500366828,0.19027664143359088,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,19,0.22096591320919573,0.18335831775579298,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,20,0.22443083706137287,0.18100241860031097,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,21,0.222580955522245,0.1788466429322138,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,22,0.22500281919961612,0.1799368744785068,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,23,0.22011592170169064,0.17953055071437915,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,24,0.21923307305639933,0.17760172122034432,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,25,0.2145732268824905,0.17866915342011905,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,26,0.22312160428868638,0.18125198296298958,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,negative,27,0.22688796493117355,0.17638434487902524,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,0,0.5511792669849652,0.14807709991713283,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,1,0.44802612806968,0.1427680563417203,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,2,0.3777272982769414,0.11198157926272465,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,3,0.2792561963731262,0.10364098088831035,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,4,0.12686434600653884,0.18017328949838313,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,5,0.13706509220995286,0.23745754080234552,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,6,0.09850140467892149,0.2786693256439777,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,7,0.11820844626345255,0.2982925671033519,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,8,0.12552471529226158,0.28925448815218757,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,9,0.138923400178489,0.29594583995435814,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,10,0.15419983514424682,0.29285170063307864,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,11,0.1852247020701499,0.25489495242868004,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,12,0.22153791668638148,0.2399038930848242,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,13,0.28037171119523907,0.23140157214761534,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,14,0.29055486507119493,0.2216723165935288,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,15,0.2713328050431237,0.2100160053281295,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,16,0.2615001917277159,0.20961899879996485,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,17,0.256882535118644,0.21075250702353968,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,18,0.24707834205725768,0.2092275318756833,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,19,0.23647051084184195,0.20271860190471946,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,20,0.23571192073683198,0.2011094109805965,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,21,0.23375635104852419,0.1988742431324687,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,22,0.22880139687905465,0.19731669166223986,100
Llama-3.2-3B-Instruct,ideology,ideology__equality_priority__merit_priority,posneg,positive,23,0.22042367318626369,0.1959492784947185,100
