model,category,concat_variant,reference_variant,layer,mean_cos,std_across_pairs,n_pairs,n_rows_total,sem_across_pairs
Llama-3.2-3B-Instruct,ideology,negpos,negative,15,0.603503558762356,0.023634753514654737,50,5000,0.0033424588963769904
Llama-3.2-3B-Instruct,ideology,negpos,negative,16,0.6020478831228426,0.02395445865979523,50,5000,0.0033876720315988047
Llama-3.2-3B-Instruct,ideology,negpos,negative,17,0.6232589297037758,0.022600679479656813,50,5000,0.003196218743897797
Llama-3.2-3B-Instruct,ideology,negpos,negative,18,0.6043785617399694,0.02452262169669822,50,5000,0.0034680224188415342
Llama-3.2-3B-Instruct,ideology,negpos,negative,19,0.594186424254422,0.02596545976844691,50,5000,0.003672070535779058
Llama-3.2-3B-Instruct,ideology,negpos,negative,20,0.5888952445544664,0.02846769857159051,50,5000,0.0040259405409492485
Llama-3.2-3B-Instruct,ideology,negpos,negative,21,0.5794724259198298,0.0294494169086581,50,5000,0.004164776479620383
Llama-3.2-3B-Instruct,ideology,negpos,negative,22,0.5816633476614039,0.03013768335814726,50,5000,0.004262112054359778
Llama-3.2-3B-Instruct,ideology,negpos,negative,23,0.5672229567090654,0.030875655639819314,50,5000,0.004366477095299382
Llama-3.2-3B-Instruct,ideology,negpos,negative,24,0.6003187287169197,0.02757065907451878,50,5000,0.0038990799986749303
Llama-3.2-3B-Instruct,ideology,negpos,negative,25,0.6340360683460833,0.025844396008175327,50,5000,0.0036549495346102625
Llama-3.2-3B-Instruct,ideology,negpos,negative,26,0.7452506421154784,0.01960602938798086,50,5000,0.0027727112664768004
Llama-3.2-3B-Instruct,ideology,negpos,negative,27,0.8158302441786427,0.015170391169052125,50,5000,0.0021454172937778546
Llama-3.2-3B-Instruct,ideology,negpos,positive,0,0.997603491662007,0.00018263939665856945,50,5000,2.5829111177818822e-05
Llama-3.2-3B-Instruct,ideology,negpos,positive,1,0.9967520838479759,0.00017574530230030246,50,5000,2.485413900364472e-05
Llama-3.2-3B-Instruct,ideology,negpos,positive,2,0.994785781139956,0.00020684541460908002,50,5000,2.925235906548469e-05
Llama-3.2-3B-Instruct,ideology,negpos,positive,3,0.9780181130812126,0.0007907166824543949,50,5000,0.00011182422563216651
Llama-3.2-3B-Instruct,ideology,negpos,positive,4,0.9257792883099062,0.0024492179129452186,50,5000,0.00034637171896942544
Llama-3.2-3B-Instruct,ideology,negpos,positive,5,0.8790836552359774,0.004426068831398493,50,5000,0.0006259406569360584
Llama-3.2-3B-Instruct,ideology,negpos,positive,6,0.816668586301356,0.009882373037163479,50,5000,0.0013975785977586785
Llama-3.2-3B-Instruct,ideology,negpos,positive,7,0.7659396547315285,0.01375788091623978,50,5000,0.001945658178126028
Llama-3.2-3B-Instruct,ideology,negpos,positive,8,0.7036425569210354,0.014929978786264961,50,5000,0.002111417848547851
Llama-3.2-3B-Instruct,ideology,negpos,positive,9,0.6824345167712318,0.014953229618515302,50,5000,0.00211470601277834
Llama-3.2-3B-Instruct,ideology,negpos,positive,10,0.6414566936324988,0.015882351401714043,50,5000,0.0022461036754679335
Llama-3.2-3B-Instruct,ideology,negpos,positive,11,0.6543284007592479,0.013605567850503125,50,5000,0.0019241178577968877
Llama-3.2-3B-Instruct,ideology,negpos,positive,12,0.6008897064433205,0.01779181884030617,50,5000,0.0025161431503246136
Llama-3.2-3B-Instruct,ideology,negpos,positive,13,0.5909830791684202,0.026632838335738707,50,5000,0.0037664521178891767
Llama-3.2-3B-Instruct,ideology,negpos,positive,14,0.6081469391600197,0.028016641068807822,50,5000,0.003962151377164706
Llama-3.2-3B-Instruct,ideology,negpos,positive,15,0.58481962570757,0.031234884416991838,50,5000,0.00441727971616659
Llama-3.2-3B-Instruct,ideology,negpos,positive,16,0.5833668190307484,0.03263944003812872,50,5000,0.004615913877018505
Llama-3.2-3B-Instruct,ideology,negpos,positive,17,0.6105617871557242,0.03168439429687757,50,5000,0.0044808500130221005
Llama-3.2-3B-Instruct,ideology,negpos,positive,18,0.5899677078317354,0.034467997530475025,50,5000,0.004874510957544012
Llama-3.2-3B-Instruct,ideology,negpos,positive,19,0.5782615296832028,0.03577470250723118,50,5000,0.00505930694755891
Llama-3.2-3B-Instruct,ideology,negpos,positive,20,0.5718428686012136,0.03713080399720063,50,5000,0.005251088659465826
Llama-3.2-3B-Instruct,ideology,negpos,positive,21,0.5628028807446346,0.037388218851735704,50,5000,0.005287492617309805
Llama-3.2-3B-Instruct,ideology,negpos,positive,22,0.5673221016089545,0.038046598655011976,50,5000,0.005380601582008389
Llama-3.2-3B-Instruct,ideology,negpos,positive,23,0.5526717080509096,0.03894345614526189,50,5000,0.005507436384631121
Llama-3.2-3B-Instruct,ideology,negpos,positive,24,0.5869112612696015,0.03446184855085592,50,5000,0.004873641360506803
Llama-3.2-3B-Instruct,ideology,negpos,positive,25,0.6206592545697984,0.030484314847919868,50,5000,0.0043111331497579794
Llama-3.2-3B-Instruct,ideology,negpos,positive,26,0.7392382831571159,0.021067862320246836,50,5000,0.0029794456623502175
Llama-3.2-3B-Instruct,ideology,negpos,positive,27,0.8150389176805837,0.015131625283969918,50,5000,0.0021399349697337894
Llama-3.2-3B-Instruct,ideology,posneg,negative,0,0.9983897538094378,0.00017296512999955067,50,5000,2.4460963266299004e-05
Llama-3.2-3B-Instruct,ideology,posneg,negative,1,0.9975768905173242,0.0001565020983093414,50,5000,2.21327389968918e-05
Llama-3.2-3B-Instruct,ideology,posneg,negative,2,0.9957338396761891,0.00018319356763917105,50,5000,2.5907482789482862e-05
Llama-3.2-3B-Instruct,ideology,posneg,negative,3,0.9828921818697741,0.0008043698281779143,50,5000,0.00011375507201729225
Llama-3.2-3B-Instruct,ideology,posneg,negative,4,0.9357380093590406,0.002247628596908812,50,5000,0.00031786268449260526
Llama-3.2-3B-Instruct,ideology,posneg,negative,5,0.8959441831385009,0.0031809246336494523,50,5000,0.0004498506757793724
Llama-3.2-3B-Instruct,ideology,posneg,negative,6,0.8325268833282581,0.007371184440001656,50,5000,0.001042442900580387
Llama-3.2-3B-Instruct,ideology,posneg,negative,7,0.7813528482018655,0.009705606912887615,50,5000,0.001372580092726773
Llama-3.2-3B-Instruct,ideology,posneg,negative,8,0.7217022091077737,0.010637766407590328,50,5000,0.0015044073526971158
Llama-3.2-3B-Instruct,ideology,posneg,negative,9,0.6927461599377813,0.010776412166073892,50,5000,0.001524014823898412
Llama-3.2-3B-Instruct,ideology,posneg,negative,10,0.6483570264346047,0.012760330628067439,50,5000,0.0018045832634577764
Llama-3.2-3B-Instruct,ideology,posneg,negative,11,0.6626558591538034,0.01108438704250136,50,5000,0.0015675690486098022
Llama-3.2-3B-Instruct,ideology,posneg,negative,12,0.6106345219735223,0.01617492736363491,50,5000,0.002287480164805218
Llama-3.2-3B-Instruct,ideology,posneg,negative,13,0.5947524956077287,0.022849130624813054,50,5000,0.003231355041804505
Llama-3.2-3B-Instruct,ideology,posneg,negative,14,0.6078751093255881,0.024066314477929226,50,5000,0.0034034908331023483
Llama-3.2-3B-Instruct,ideology,posneg,negative,15,0.5825393100838606,0.025169400439411793,50,5000,0.0035594907458215493
Llama-3.2-3B-Instruct,ideology,posneg,negative,16,0.5803676669922111,0.026242778057990374,50,5000,0.003711289264395706
Llama-3.2-3B-Instruct,ideology,posneg,negative,17,0.6042546850249141,0.02516699410616569,50,5000,0.0035591504389103266
Llama-3.2-3B-Instruct,ideology,posneg,negative,18,0.5829073757736147,0.027567216676632676,50,5000,0.003898593170097169
Llama-3.2-3B-Instruct,ideology,posneg,negative,19,0.572267999849869,0.029024866235692393,50,5000,0.00410473594765811
Llama-3.2-3B-Instruct,ideology,posneg,negative,20,0.5654440263219045,0.03172075007458785,50,5000,0.00448599149641295
Llama-3.2-3B-Instruct,ideology,posneg,negative,21,0.5551746906230107,0.03201834682377603,50,5000,0.004528078032294957
Llama-3.2-3B-Instruct,ideology,posneg,negative,22,0.5579569210780062,0.03232353986163339,50,5000,0.004571238845622929
Llama-3.2-3B-Instruct,ideology,posneg,negative,23,0.5426288807788882,0.033504908898201825,50,5000,0.0047383096569912015
Llama-3.2-3B-Instruct,ideology,posneg,negative,24,0.5764055025484843,0.030108037522396082,50,5000,0.004257919500061057
Llama-3.2-3B-Instruct,ideology,posneg,negative,25,0.6121375325777368,0.02726675917959585,50,5000,0.0038561020633745536
Llama-3.2-3B-Instruct,ideology,posneg,negative,26,0.7310164441935126,0.019937951621699822,50,5000,0.0028196521589346534
Llama-3.2-3B-Instruct,ideology,posneg,negative,27,0.8060511618697942,0.014711542662899842,50,5000,0.002080526315730335
Llama-3.2-3B-Instruct,ideology,posneg,positive,0,0.9975758364158156,0.00019661414261281775,50,5000,2.7805438703740472e-05
Llama-3.2-3B-Instruct,ideology,posneg,positive,1,0.9967330732363151,0.00018691865979661814,50,5000,2.6434290374497994e-05
Llama-3.2-3B-Instruct,ideology,posneg,positive,2,0.994823264045983,0.00020416716002720798,50,5000,2.8873596670167555e-05
Llama-3.2-3B-Instruct,ideology,posneg,positive,3,0.9782341611103225,0.0007567767335494216,50,5000,0.0001070243920274002
Llama-3.2-3B-Instruct,ideology,posneg,positive,4,0.9260502422523493,0.0025889108169264933,50,5000,0.00036612727890718554
Llama-3.2-3B-Instruct,ideology,posneg,positive,5,0.8793324539330767,0.004309674706633115,50,5000,0.000609480041953684
Llama-3.2-3B-Instruct,ideology,posneg,positive,6,0.8173550831166068,0.009902978393321084,50,5000,0.0014004926351722398
Llama-3.2-3B-Instruct,ideology,posneg,positive,7,0.7670258549506876,0.013450617970783037,50,5000,0.0019022046356580648
Llama-3.2-3B-Instruct,ideology,posneg,positive,8,0.7034889409167211,0.01617568565967969,50,5000,0.0022875874040603
Llama-3.2-3B-Instruct,ideology,posneg,positive,9,0.6820296622874065,0.017328529643844574,50,5000,0.0024506241638309213
Llama-3.2-3B-Instruct,ideology,posneg,positive,10,0.6403039792204979,0.01890630704208691,50,5000,0.0026737555833309264
Llama-3.2-3B-Instruct,ideology,posneg,positive,11,0.65319809821939,0.01409669610233564,50,5000,0.001993573881257501
Llama-3.2-3B-Instruct,ideology,posneg,positive,12,0.607357424374853,0.018923359690779493,50,5000,0.0026761671920364698
Llama-3.2-3B-Instruct,ideology,posneg,positive,13,0.6109441087133396,0.026867983922124247,50,5000,0.0037997067256290372
Llama-3.2-3B-Instruct,ideology,posneg,positive,14,0.6289516174761879,0.029693023343364943,50,5000,0.00419922763200476
Llama-3.2-3B-Instruct,ideology,posneg,positive,15,0.6086901780290332,0.0331972403250582,50,5000,0.004694798750105631
Llama-3.2-3B-Instruct,ideology,posneg,positive,16,0.6079702454195521,0.034412277174267744,50,5000,0.004866630909199153
Llama-3.2-3B-Instruct,ideology,posneg,positive,17,0.633476244311621,0.032064777945390276,50,5000,0.004534644384485263
Llama-3.2-3B-Instruct,ideology,posneg,positive,18,0.6156013109587524,0.03508742627611419,50,5000,0.004962111410844679
Llama-3.2-3B-Instruct,ideology,posneg,positive,19,0.6041868594836278,0.03699577536211852,50,5000,0.005231992726761641
Llama-3.2-3B-Instruct,ideology,posneg,positive,20,0.598819216764705,0.038195911952401185,50,5000,0.0054017176710294355
Llama-3.2-3B-Instruct,ideology,posneg,positive,21,0.5915746734774163,0.03818831044945988,50,5000,0.005400642656174035
Llama-3.2-3B-Instruct,ideology,posneg,positive,22,0.5953337956460801,0.038072731838139785,50,5000,0.005384297372209122
Llama-3.2-3B-Instruct,ideology,posneg,positive,23,0.5814335291626498,0.03888924497329245,50,5000,0.0054997697671679896
Llama-3.2-3B-Instruct,ideology,posneg,positive,24,0.6137376288120208,0.03534171508249629,50,5000,0.004998073278719202
Llama-3.2-3B-Instruct,ideology,posneg,positive,25,0.6444210236074267,0.03245456561448492,50,5000,0.004589768685293207
Llama-3.2-3B-Instruct,ideology,posneg,positive,26,0.7537469929844474,0.02306033763519665,50,5000,0.0032612242236597804
Llama-3.2-3B-Instruct,ideology,posneg,positive,27,0.8252971311842966,0.016482911442315604,50,5000,0.00233103569091174
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,0,0.9983711351906899,0.00037336471247348705,50,5000,5.280174400915365e-05
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,1,0.9975518786748703,0.0003649901471531489,50,5000,5.161740162365349e-05
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,2,0.995707957955013,0.0003524122715358033,50,5000,4.9838621395264284e-05
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,3,0.9821033606428913,0.0011115235731889452,50,5000,0.00015719317121012097
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,4,0.9297587336656405,0.002903075181273747,50,5000,0.00041055682939460645
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,5,0.8963608196238152,0.006236321082313373,50,5000,0.0008819489853920831
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,6,0.8510447181090622,0.012973737940022144,50,5000,0.0018347636149453695
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,7,0.81756362533761,0.016591662798662275,50,5000,0.002346415455218933
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,8,0.7786371426007898,0.020820005347664622,50,5000,0.0029443933931347674
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,9,0.7487700442228383,0.026461863669092277,50,5000,0.0037422726486498166
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,10,0.7233451307507197,0.032608461172469454,50,5000,0.004611532803822278
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,11,0.7391069956519868,0.026933042519476712,50,5000,0.00380890740070152
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,12,0.6703475248258431,0.04153349588930097,50,5000,0.0058737233179416625
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,13,0.6507493146747388,0.05377147228293475,50,5000,0.007604434537129529
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,14,0.64572100263155,0.05540612203931014,50,5000,0.007835608922649125
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,15,0.6196847040212345,0.05955022522559407,50,5000,0.008421673615640753
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,16,0.617484362352124,0.06952175258212566,50,5000,0.009831860538158885
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,17,0.6186273331257879,0.06982550735270296,50,5000,0.009874817949777478
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,18,0.5981592602335394,0.07467452228833836,50,5000,0.010560572218390008
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,19,0.58682138027233,0.07712765625205112,50,5000,0.010907497750570072
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,20,0.5754713143857252,0.0805449059540073,50,5000,0.011390769838022258
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,21,0.5603874483392898,0.08274534591954784,50,5000,0.01170195904226778
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,22,0.5547585480203636,0.08281820737246988,50,5000,0.011712263207757435
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,23,0.5367629409179691,0.08351874132288771,50,5000,0.011811333669115805
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,24,0.5637221756765873,0.07694081440075702,50,5000,0.010881074322558172
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,25,0.6061619825861826,0.07054074827116029,50,5000,0.009975968290502133
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,26,0.7218735469618659,0.05195788649140592,50,5000,0.007347954774838807
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,27,0.7799250115309174,0.03761828739174472,50,5000,0.005320029222265418
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,0,0.9974747661351974,0.0004391800818793584,50,5000,6.210944281179149e-05
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,1,0.9966168932337618,0.00038188542608018247,50,5000,5.400675488352221e-05
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,2,0.9945484506897294,0.00033802024216908206,50,5000,4.780328108321538e-05
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,3,0.976410277155951,0.0010302184051714652,50,5000,0.00014569488407998663
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,4,0.9189480303885543,0.0035619428825933554,50,5000,0.000503734793296184
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,5,0.8811241477506502,0.008625117947746652,50,5000,0.001219775877877091
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,6,0.8373751200419093,0.016951512388392372,50,5000,0.002397305872240003
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,7,0.8132144157454839,0.022563504262687193,50,5000,0.003190961374295537
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,8,0.7768215554081478,0.028159630878711657,50,5000,0.003982373190009422
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,9,0.7621572112597711,0.032612245946976745,50,5000,0.004612068051766151
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,10,0.7433438163423071,0.036106877187436714,50,5000,0.005106283541341271
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,11,0.7499088146020219,0.030500889732342044,50,5000,0.00431347719239244
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,12,0.6755462480544102,0.040835210021930614,50,5000,0.0057749707835368005
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,13,0.6403419588764302,0.04464119123636374,50,5000,0.006313217808695655
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,14,0.6176894680051511,0.04559570746932546,50,5000,0.006448206788911629
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,15,0.5805954725292959,0.047254237533917685,50,5000,0.006682758360006614
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,16,0.5679161678329809,0.053733766120320284,50,5000,0.0075991020804740865
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,17,0.5701928289103908,0.053825496494457295,50,5000,0.007612074714392699
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,18,0.5471219446524695,0.05775288379329496,50,5000,0.008167491152663506
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,19,0.5288776271970576,0.056337124882412895,50,5000,0.007967272607381507
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,20,0.5149383296631193,0.05794468030136939,50,5000,0.008194615274956971
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,21,0.4993412124994883,0.05854084259286812,50,5000,0.008278925354758264
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,22,0.49527075297604434,0.05774578316125933,50,5000,0.008166486971650884
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,23,0.47444727569060935,0.058045133085597195,50,5000,0.00820882144394028
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,24,0.5104009961861993,0.052925501186105076,50,5000,0.007484796157278312
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,25,0.5609526364646643,0.04983357329415085,50,5000,0.00704753152141018
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,26,0.6964165719460013,0.035628808098769595,50,5000,0.005038674362446833
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,27,0.7615159368227253,0.027051919169766063,50,5000,0.0038257190978103883
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,0,0.9983834419161566,0.00036196678836533837,50,5000,5.1189834123489335e-05
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,1,0.9975555128581962,0.0003555597140827056,50,5000,5.028373698892622e-05
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,2,0.995664525057382,0.0003511741011928317,50,5000,4.966351766610843e-05
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,3,0.982015834585079,0.001049991544821103,50,5000,0.00014849122830630813
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,4,0.9294606686346699,0.0027872294684011967,50,5000,0.00039417377156589244
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,5,0.8958088333817154,0.00592284369759952,50,5000,0.0008376165884961252
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,6,0.8502531433661029,0.012624495542484066,50,5000,0.0017853732814299649
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,7,0.8167266923922679,0.015974622012922938,50,5000,0.0022591527104459407
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,8,0.7791801463673987,0.02033612593675456,50,5000,0.002875962510588556
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,9,0.7515659855521793,0.024649124219263917,50,5000,0.003485912577150216
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,10,0.7251802218496024,0.029787999429686164,50,5000,0.004212659278942419
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,11,0.7404759834689805,0.02450680513328443,50,5000,0.003465785618992543
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,12,0.6686346513374969,0.03509677976651139,50,5000,0.004963434194142203
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,13,0.6310805064434521,0.04702344955513221,50,5000,0.006650120011043505
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,14,0.6227900217040426,0.0500374188283412,50,5000,0.007076359633318299
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,15,0.5940516206289701,0.05396319170897576,50,5000,0.007631547758377288
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,16,0.5860322062091874,0.06472868482393279,50,5000,0.009154018395257929
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,17,0.5878058121914411,0.06601147141557445,50,5000,0.009335431814810927
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,18,0.5664154450321373,0.06883826809199001,50,5000,0.009735201234596735
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,19,0.554841659793698,0.07097225737974211,50,5000,0.010036992893866527
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,20,0.5428973108329297,0.07382648279637653,50,5000,0.010440641323293967
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,21,0.5273729843818694,0.07519668625722126,50,5000,0.010634417355047682
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,22,0.5214969637139338,0.07464913339424684,50,5000,0.010556981686554218
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,23,0.5023692861648235,0.07440269810999094,50,5000,0.010522130474430022
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,24,0.5312393011139344,0.06762421993985925,50,5000,0.009563508898385002
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,25,0.5777790369048836,0.06245828643469859,50,5000,0.008832935575853426
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,26,0.7025850743722851,0.047017187374132206,50,5000,0.006649234404913481
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,27,0.7643196588862939,0.03401470354704784,50,5000,0.0048104055076335275
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,0,0.9974547148447112,0.00045355715613435023,50,5000,6.414266815165695e-05
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,1,0.9966047160089131,0.00038843352215508175,50,5000,5.493279551120667e-05
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,2,0.9945807869879458,0.0003388188978532602,50,5000,4.791622805323849e-05
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,3,0.976434891449589,0.001120000846940422,50,5000,0.00015839203876124978
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,4,0.9193104969309212,0.00396044925584204,50,5000,0.0005600921050702244
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,5,0.8815374203305342,0.009156319646231148,50,5000,0.001294899142512331
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,6,0.8379540336701818,0.01774857732606411,50,5000,0.0025100278767347466
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,7,0.8139157039772007,0.02350576297855249,50,5000,0.0033242168798196326
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,8,0.775730983981556,0.028934296726510732,50,5000,0.004091927484835892
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,9,0.7588203461904905,0.03288994714817032,50,5000,0.004651340932267677
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,10,0.7409004124078348,0.03657281060119162,50,5000,0.00517217647663077
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,11,0.7467051133829528,0.031717092877718144,50,5000,0.00448547429067161
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,12,0.6763222014510378,0.04380441966980285,50,5000,0.006194880438891796
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,13,0.6586290407045334,0.0522961563960127,50,5000,0.007395793363522563
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,14,0.6383176799916093,0.05032503229941937,50,5000,0.007117034320470294
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,15,0.6028461564897387,0.05131833429642292,50,5000,0.0072575084360397635
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,16,0.5957403066053598,0.05600428236374217,50,5000,0.00792020156697765
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,17,0.5965696652302065,0.054298699640861,50,5000,0.007678995745132873
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,18,0.5738668035453383,0.05653975910384379,50,5000,0.007995929413796355
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,19,0.5554085741029323,0.05647522217519049,50,5000,0.007986802513818815
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,20,0.5420015919045721,0.05925252826898448,50,5000,0.008379572908289305
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,21,0.5263938751296006,0.06046343715567528,50,5000,0.008550821285324929
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,22,0.5211126600457909,0.06125426806145229,50,5000,0.008662661664574293
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,23,0.5011963937370947,0.06176529908021416,50,5000,0.00873493236432693
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,24,0.5347403292167475,0.0554274998754407,50,5000,0.007838632205228126
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,25,0.5829900780368663,0.0514144114628673,50,5000,0.007271095799221765
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,26,0.7116885225375279,0.036459814632074775,50,5000,0.005156196433428916
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,27,0.7747777358745114,0.02597739928814515,50,5000,0.0036737590388476052
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,0,0.9983970817743267,0.00023816395591808232,50,5000,3.3681469652778e-05
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,1,0.997561007377929,0.00021287697272266291,50,5000,3.010535019413173e-05
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,2,0.9957097190536786,0.00020533857853203364,50,5000,2.9039260263841482e-05
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,3,0.9806639534151794,0.0008440588248792859,50,5000,0.00011936794375849834
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,4,0.9328612919500431,0.0019915015372890766,50,5000,0.000281640848352108
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,5,0.8957601925643205,0.0037539082308529785,50,5000,0.0005308827931976274
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,6,0.8448521207801828,0.008925346275678061,50,5000,0.0012622345751940106
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,7,0.7944520152585978,0.012675241642613543,50,5000,0.0017925498637340299
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,8,0.7402942535276331,0.01638479892014078,50,5000,0.002317160484961913
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,9,0.7112815303255461,0.018987889307436327,50,5000,0.0026852930579415527
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,10,0.6752707065242913,0.023557051780753697,50,5000,0.0033314702117867145
