model,category,pair_slug,concat_variant,reference_variant,mean_cos,std_across_layers,n_layers,n_rows_total,pair_overall_mean
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__cost_perspective__benefit_perspective,negpos,negative,0.9981051216418324,0.0007170369696145143,28,2800,0.9980994033582187
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__cost_perspective__benefit_perspective,negpos,positive,0.9981205419834926,0.0007819152739828542,28,2800,0.9980994033582187
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__cost_perspective__benefit_perspective,posneg,negative,0.9980085473935638,0.0007555299250989328,28,2800,0.9980994033582187
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__cost_perspective__benefit_perspective,posneg,positive,0.9981634024139859,0.0007491626842745788,28,2800,0.9980994033582187
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__diagnostic_perspective__prescriptive_perspective,negpos,negative,0.9982575956174404,0.0006598017137225574,28,2800,0.9981983890370356
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__diagnostic_perspective__prescriptive_perspective,negpos,positive,0.9981281806351959,0.0007188830509606872,28,2800,0.9981983890370356
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__diagnostic_perspective__prescriptive_perspective,posneg,negative,0.9982411634107711,0.0007031321912045245,28,2800,0.9981983890370356
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__diagnostic_perspective__prescriptive_perspective,posneg,positive,0.9981666164847349,0.0007330864565881893,28,2800,0.9981983890370356
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__economic_perspective__ethical_perspective,negpos,negative,0.9982122043347924,0.0007049507183615583,28,2800,0.9981886893591255
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__economic_perspective__ethical_perspective,negpos,positive,0.9981733441161015,0.0007363268011256346,28,2800,0.9981886893591255
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__economic_perspective__ethical_perspective,posneg,negative,0.9981918970472605,0.0007044538847812327,28,2800,0.9981886893591255
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__economic_perspective__ethical_perspective,posneg,positive,0.9981773119383478,0.0007241949362001605,28,2800,0.9981886893591255
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__efficiency_analysis_perspective__equity_analysis_perspective,negpos,negative,0.9982152690710208,0.0006318340073800478,28,2800,0.9981650239175888
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__efficiency_analysis_perspective__equity_analysis_perspective,negpos,positive,0.9981321694538939,0.0006847095211385685,28,2800,0.9981650239175888
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__efficiency_analysis_perspective__equity_analysis_perspective,posneg,negative,0.9981608104124458,0.0006881256845752789,28,2800,0.9981650239175888
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__efficiency_analysis_perspective__equity_analysis_perspective,posneg,positive,0.9981518467329947,0.0006835653231387374,28,2800,0.9981650239175888
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__efficiency_perspective__fairness_perspective,negpos,negative,0.998190839252934,0.000695454734973545,28,2800,0.9981572883729429
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__efficiency_perspective__fairness_perspective,negpos,positive,0.9981482113614045,0.0007540572045581143,28,2800,0.9981572883729429
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__efficiency_perspective__fairness_perspective,posneg,negative,0.9981553654595264,0.0007099884556087861,28,2800,0.9981572883729429
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__efficiency_perspective__fairness_perspective,posneg,positive,0.9981347374179068,0.0007498009363685713,28,2800,0.9981572883729429
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__effort_perspective__outcome_perspective,negpos,negative,0.9981890921117145,0.000720125594829916,28,2800,0.9981589706751044
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__effort_perspective__outcome_perspective,negpos,positive,0.9981286764698921,0.0007605323969503348,28,2800,0.9981589706751044
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__effort_perspective__outcome_perspective,posneg,negative,0.9981517854289808,0.0007139282804882592,28,2800,0.9981589706751044
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__effort_perspective__outcome_perspective,posneg,positive,0.9981663286898304,0.0007547224023058092,28,2800,0.9981589706751044
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__evidence_perspective__narrative_perspective,negpos,negative,0.9981839041294487,0.0007303013065856403,28,2800,0.9981538591481154
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__evidence_perspective__narrative_perspective,negpos,positive,0.9981722101805328,0.0007834438577132911,28,2800,0.9981538591481154
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__evidence_perspective__narrative_perspective,posneg,negative,0.9980659502319617,0.000716112946674878,28,2800,0.9981538591481154
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__evidence_perspective__narrative_perspective,posneg,positive,0.9981933720505186,0.0007422147390925373,28,2800,0.9981538591481154
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__feasibility_perspective__desirability_perspective,negpos,negative,0.998277413422814,0.0006417719242868552,28,2800,0.9982109534633117
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__feasibility_perspective__desirability_perspective,negpos,positive,0.9981315825676946,0.0007302307711126403,28,2800,0.9982109534633117
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__feasibility_perspective__desirability_perspective,posneg,negative,0.998281130340689,0.0006348688892038008,28,2800,0.9982109534633117
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__feasibility_perspective__desirability_perspective,posneg,positive,0.998153687522049,0.0007161020534535632,28,2800,0.9982109534633117
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__growth_perspective__sustainability_perspective,negpos,negative,0.9982440208104683,0.000702534989275079,28,2800,0.9981933910779571
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__growth_perspective__sustainability_perspective,negpos,positive,0.9981355669896458,0.0007511889246749277,28,2800,0.9981933910779571
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__growth_perspective__sustainability_perspective,posneg,negative,0.9982291618473178,0.0007249546153167066,28,2800,0.9981933910779571
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__growth_perspective__sustainability_perspective,posneg,positive,0.9981648146643968,0.0007428908852552137,28,2800,0.9981933910779571
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__impact_measurement_perspective__principle_based_perspective,negpos,negative,0.9982720295145047,0.0006660541644823896,28,2800,0.9982154564174256
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__impact_measurement_perspective__principle_based_perspective,negpos,positive,0.9981854796718318,0.0006998156880309164,28,2800,0.9982154564174256
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__impact_measurement_perspective__principle_based_perspective,posneg,negative,0.9981754365875944,0.0007290097050144671,28,2800,0.9982154564174256
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__impact_measurement_perspective__principle_based_perspective,posneg,positive,0.9982288798957716,0.0006811798892658997,28,2800,0.9982154564174256
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__implementation_perspective__design_perspective,negpos,negative,0.9981009503391257,0.0007107679141188205,28,2800,0.9980785080779128
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__implementation_perspective__design_perspective,negpos,positive,0.9980903939319355,0.000762518045014677,28,2800,0.9980785080779128
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__implementation_perspective__design_perspective,posneg,negative,0.9980302130916803,0.0007326763176208079,28,2800,0.9980785080779128
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__implementation_perspective__design_perspective,posneg,positive,0.9980924749489096,0.0007458032513161883,28,2800,0.9980785080779128
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__incentive_perspective__norm_perspective,negpos,negative,0.9981844063913832,0.0007254553144431019,28,2800,0.9981641352914961
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__incentive_perspective__norm_perspective,negpos,positive,0.9981545920961176,0.0007484081974949591,28,2800,0.9981641352914961
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__incentive_perspective__norm_perspective,posneg,negative,0.9981588461236678,0.0007444654445854885,28,2800,0.9981641352914961
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__incentive_perspective__norm_perspective,posneg,positive,0.9981586965548157,0.0007558649233343072,28,2800,0.9981641352914961
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__individual_impact_perspective__system_impact_perspective,negpos,negative,0.9983907166384489,0.0005913560400108013,28,2800,0.998296621822779
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__individual_impact_perspective__system_impact_perspective,negpos,positive,0.9982673163541042,0.0006663797797659405,28,2800,0.998296621822779
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__individual_impact_perspective__system_impact_perspective,posneg,negative,0.9982887893821878,0.0006273593312451872,28,2800,0.998296621822779
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__individual_impact_perspective__system_impact_perspective,posneg,positive,0.9982396649163752,0.0006643822283387808,28,2800,0.998296621822779
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__individual_perspective__societal_perspective,negpos,negative,0.9982644828282611,0.0006839294943604094,28,2800,0.9981932265851772
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__individual_perspective__societal_perspective,negpos,positive,0.9981366447493164,0.0007551149421490948,28,2800,0.9981932265851772
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__individual_perspective__societal_perspective,posneg,negative,0.9982350401686395,0.0006716526438127026,28,2800,0.9981932265851772
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__individual_perspective__societal_perspective,posneg,positive,0.9981367385944917,0.0007467894685088403,28,2800,0.9981932265851772
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__innovation_benefit_perspective__innovation_risk_perspective,negpos,negative,0.9983291140120824,0.0006311442289912026,28,2800,0.9982920168099335
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__innovation_benefit_perspective__innovation_risk_perspective,negpos,positive,0.9982348096713662,0.0006778248951311471,28,2800,0.9982920168099335
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__innovation_benefit_perspective__innovation_risk_perspective,posneg,negative,0.9983348373585192,0.0006411150795613997,28,2800,0.9982920168099335
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__innovation_benefit_perspective__innovation_risk_perspective,posneg,positive,0.9982693061977662,0.0006748733317062423,28,2800,0.9982920168099335
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__innovation_perspective__regulation_perspective,negpos,negative,0.9981545137537056,0.0006900320194424964,28,2800,0.9981290382162362
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__innovation_perspective__regulation_perspective,negpos,positive,0.9981058725208986,0.0007225674044812884,28,2800,0.9981290382162362
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__innovation_perspective__regulation_perspective,posneg,negative,0.9981403045213805,0.0007123931562585928,28,2800,0.9981290382162362
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__innovation_perspective__regulation_perspective,posneg,positive,0.9981154620689601,0.0007241766466243028,28,2800,0.9981290382162362
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__local_perspective__global_perspective,negpos,negative,0.9982270939866279,0.0007072082636059213,28,2800,0.9982032270315645
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__local_perspective__global_perspective,negpos,positive,0.9981809679221157,0.0007793270197124404,28,2800,0.9982032270315645
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__local_perspective__global_perspective,posneg,negative,0.9982045723455556,0.0006949261540759076,28,2800,0.9982032270315645
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__local_perspective__global_perspective,posneg,positive,0.9982002738719589,0.000758350984190814,28,2800,0.9982032270315645
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__logic_perspective__empathy_perspective,negpos,negative,0.9982183615083031,0.00069083322910332,28,2800,0.9981806843537716
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__logic_perspective__empathy_perspective,negpos,positive,0.9981199508658181,0.000758980731231338,28,2800,0.9981806843537716
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__logic_perspective__empathy_perspective,posneg,negative,0.9982077408065108,0.0006990183316407918,28,2800,0.9981806843537716
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__logic_perspective__empathy_perspective,posneg,positive,0.9981766842344546,0.0007458297444050978,28,2800,0.9981806843537716
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__mechanistic_perspective__holistic_perspective,negpos,negative,0.998190220938161,0.0006813318875519433,28,2800,0.9982039890971379
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__mechanistic_perspective__holistic_perspective,negpos,positive,0.9982292057148882,0.0007367010595780069,28,2800,0.9982039890971379
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__mechanistic_perspective__holistic_perspective,posneg,negative,0.9981113596345376,0.0006774460979556451,28,2800,0.9982039890971379
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__mechanistic_perspective__holistic_perspective,posneg,positive,0.9982851701009648,0.0007125356211039361,28,2800,0.9982039890971379
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__micro_level_perspective__macro_level_perspective,negpos,negative,0.9983472453355321,0.0006234586471571479,28,2800,0.998261321379904
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__micro_level_perspective__macro_level_perspective,negpos,positive,0.9981905075314527,0.0006959619254072012,28,2800,0.998261321379904
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__micro_level_perspective__macro_level_perspective,posneg,negative,0.9983204530543783,0.0006441079903026862,28,2800,0.998261321379904
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__micro_level_perspective__macro_level_perspective,posneg,positive,0.9981870795982528,0.0006968609418809039,28,2800,0.998261321379904
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__operational_perspective__strategic_perspective,negpos,negative,0.99819767983655,0.0006936065337160171,28,2800,0.998146205846895
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__operational_perspective__strategic_perspective,negpos,positive,0.9981194971004627,0.0007649669586458204,28,2800,0.998146205846895
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__operational_perspective__strategic_perspective,posneg,negative,0.9981500745526085,0.0006970342619278001,28,2800,0.998146205846895
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__operational_perspective__strategic_perspective,posneg,positive,0.9981175718979586,0.0007476490465295129,28,2800,0.998146205846895
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__optimization_perspective__resilience_perspective,negpos,negative,0.9982127120436045,0.000695779194756431,28,2800,0.9981668960456402
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__optimization_perspective__resilience_perspective,negpos,positive,0.9980961483157771,0.0007565908619067284,28,2800,0.9981668960456402
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__optimization_perspective__resilience_perspective,posneg,negative,0.9982069098740188,0.0007046058698256746,28,2800,0.9981668960456402
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__optimization_perspective__resilience_perspective,posneg,positive,0.9981518139491603,0.000740804741063254,28,2800,0.9981668960456402
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__optimization_perspective__satisficing_perspective,negpos,negative,0.9983594838346936,0.0006527055124100134,28,2800,0.9982186319753245
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__optimization_perspective__satisficing_perspective,negpos,positive,0.9980979642381954,0.0007091682961845159,28,2800,0.9982186319753245
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__optimization_perspective__satisficing_perspective,posneg,negative,0.9983084288548544,0.0006752138709273095,28,2800,0.9982186319753245
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__optimization_perspective__satisficing_perspective,posneg,positive,0.9981086509735545,0.000706884686465826,28,2800,0.9982186319753245
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__output_perspective__process_perspective,negpos,negative,0.9982068195424605,0.0006975416005664183,28,2800,0.998107611558537
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__output_perspective__process_perspective,negpos,positive,0.9980256308672527,0.0007500702386361307,28,2800,0.998107611558537
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__output_perspective__process_perspective,posneg,negative,0.9981440193900838,0.0006963413986229754,28,2800,0.998107611558537
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__output_perspective__process_perspective,posneg,positive,0.9980539764343508,0.0007476694581674227,28,2800,0.998107611558537
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__performance_metric_perspective__well_being_perspective,negpos,negative,0.9982682607340209,0.0006529272379848352,28,2800,0.9982650740535929
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__performance_metric_perspective__well_being_perspective,negpos,positive,0.9982653328720349,0.0007019530623412351,28,2800,0.9982650740535929
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__performance_metric_perspective__well_being_perspective,posneg,negative,0.9982430551849791,0.0006778552830543326,28,2800,0.9982650740535929
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__performance_metric_perspective__well_being_perspective,posneg,positive,0.9982836474233366,0.000679335521089263,28,2800,0.9982650740535929
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__performance_perspective__safety_perspective,negpos,negative,0.9982010977116532,0.0006940226352411264,28,2800,0.9981476224343013
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__performance_perspective__safety_perspective,negpos,positive,0.9981550098875684,0.0007514373159978478,28,2800,0.9981476224343013
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__performance_perspective__safety_perspective,posneg,negative,0.9981338572069899,0.0007099003691346994,28,2800,0.9981476224343013
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__performance_perspective__safety_perspective,posneg,positive,0.998100524930994,0.0007386027278683955,28,2800,0.9981476224343013
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__practical_perspective__theoretical_perspective,negpos,negative,0.9981750445821043,0.0006960665018271841,28,2800,0.998160114736753
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__practical_perspective__theoretical_perspective,negpos,positive,0.9981296350333428,0.000754228015226698,28,2800,0.998160114736753
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__practical_perspective__theoretical_perspective,posneg,negative,0.9981726558652271,0.0006868227218622559,28,2800,0.998160114736753
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__practical_perspective__theoretical_perspective,posneg,positive,0.9981631234663378,0.0007444304186571657,28,2800,0.998160114736753
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__precision_perspective__robustness_perspective,negpos,negative,0.9983460584698821,0.000662912652240547,28,2800,0.9982073580913103
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__precision_perspective__robustness_perspective,negpos,positive,0.998106030009103,0.0007593163028776412,28,2800,0.9982073580913103
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__precision_perspective__robustness_perspective,posneg,negative,0.998294465430463,0.0006793497479777873,28,2800,0.9982073580913103
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__precision_perspective__robustness_perspective,posneg,positive,0.9980828784557932,0.0007486341543539671,28,2800,0.9982073580913103
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__prediction_perspective__explanation_perspective,negpos,negative,0.9980390210381171,0.000728208590698888,28,2800,0.998020879108392
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__prediction_perspective__explanation_perspective,negpos,positive,0.9980577738552496,0.0007633349936582494,28,2800,0.998020879108392
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__prediction_perspective__explanation_perspective,posneg,negative,0.9978887350222091,0.0007828586350149524,28,2800,0.998020879108392
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__prediction_perspective__explanation_perspective,posneg,positive,0.9980979865179923,0.0007464965186572062,28,2800,0.998020879108392
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__problem_perspective__solution_perspective,negpos,negative,0.9981799794601708,0.0006924971696898007,28,2800,0.9981172555430393
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__problem_perspective__solution_perspective,negpos,positive,0.998026879180131,0.0007593962808368882,28,2800,0.9981172555430393
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__problem_perspective__solution_perspective,posneg,negative,0.9981769017724723,0.0007016475470595927,28,2800,0.9981172555430393
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__problem_perspective__solution_perspective,posneg,positive,0.9980852617593834,0.0007582186515690492,28,2800,0.9981172555430393
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__process_perspective__outcome_perspective,negpos,negative,0.9981610202685529,0.0007055669827100784,28,2800,0.9981358699416104
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__process_perspective__outcome_perspective,negpos,positive,0.9980864998502877,0.0007679790246259316,28,2800,0.9981358699416104
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__process_perspective__outcome_perspective,posneg,negative,0.9981579700036302,0.0006722342308536913,28,2800,0.9981358699416104
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__process_perspective__outcome_perspective,posneg,positive,0.9981379896439709,0.0007433820856806666,28,2800,0.9981358699416104
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__producer_perspective__consumer_perspective,negpos,negative,0.9980021042778223,0.0007138994031769945,28,2800,0.9980250684976141
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__producer_perspective__consumer_perspective,negpos,positive,0.9980317696317023,0.00072538112646472,28,2800,0.9980250684976141
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__producer_perspective__consumer_perspective,posneg,negative,0.9980071006417741,0.0007070623255598748,28,2800,0.9980250684976141
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__producer_perspective__consumer_perspective,posneg,positive,0.9980592994391577,0.0007216808747511829,28,2800,0.9980250684976141
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__quantitative_perspective__qualitative_perspective,negpos,negative,0.9981417796227934,0.000724326549346927,28,2800,0.9981350422896776
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__quantitative_perspective__qualitative_perspective,negpos,positive,0.9981438761960378,0.0007580149507005857,28,2800,0.9981350422896776
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__quantitative_perspective__qualitative_perspective,posneg,negative,0.9980982603773075,0.0007275471518867101,28,2800,0.9981350422896776
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__quantitative_perspective__qualitative_perspective,posneg,positive,0.9981562529625719,0.0007542219550547847,28,2800,0.9981350422896776
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__resource_allocation_perspective__value_distribution_perspective,negpos,negative,0.9983466664104829,0.0006227519935495129,28,2800,0.9982729518887644
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__resource_allocation_perspective__value_distribution_perspective,negpos,positive,0.9981753099996469,0.0007069329366608555,28,2800,0.9982729518887644
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__resource_allocation_perspective__value_distribution_perspective,posneg,negative,0.9983369626258233,0.0006547309494954817,28,2800,0.9982729518887644
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__resource_allocation_perspective__value_distribution_perspective,posneg,positive,0.9982328685191045,0.0006849134911697234,28,2800,0.9982729518887644
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__resource_perspective__impact_perspective,negpos,negative,0.9982180912392487,0.0006952830212047801,28,2800,0.998167732105584
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__resource_perspective__impact_perspective,negpos,positive,0.9981471541495294,0.0007564406207784058,28,2800,0.998167732105584
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__resource_perspective__impact_perspective,posneg,negative,0.9981339798477222,0.0007048326378924616,28,2800,0.998167732105584
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__resource_perspective__impact_perspective,posneg,positive,0.9981717031858354,0.0007417910430621377,28,2800,0.998167732105584
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__risk_perspective__opportunity_perspective,negpos,negative,0.9981473310444218,0.0006965046521962867,28,2800,0.9981356064627198
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__risk_perspective__opportunity_perspective,negpos,positive,0.9981212168731501,0.0007583153645342927,28,2800,0.9981356064627198
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__risk_perspective__opportunity_perspective,posneg,negative,0.9981292926906257,0.0007036292184710382,28,2800,0.9981356064627198
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__risk_perspective__opportunity_perspective,posneg,positive,0.9981445852426815,0.0007387827620775686,28,2800,0.9981356064627198
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__scalability_perspective__feasibility_perspective,negpos,negative,0.9981257005898427,0.0007209558424253991,28,2800,0.9981040794416769
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__scalability_perspective__feasibility_perspective,negpos,positive,0.9981036653549069,0.0007397866630205426,28,2800,0.9981040794416769
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__scalability_perspective__feasibility_perspective,posneg,negative,0.9980707088742493,0.0007476468731392085,28,2800,0.9981040794416769
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__scalability_perspective__feasibility_perspective,posneg,positive,0.9981162429477086,0.0007259970482579467,28,2800,0.9981040794416769
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__short_term_perspective__long_term_perspective,negpos,negative,0.9983750001448648,0.0006340692108452278,28,2800,0.9982946987321373
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__short_term_perspective__long_term_perspective,negpos,positive,0.9982070361675116,0.0007581484641963253,28,2800,0.9982946987321373
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__short_term_perspective__long_term_perspective,posneg,negative,0.9983636791494975,0.0006265430883820538,28,2800,0.9982946987321373
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__short_term_perspective__long_term_perspective,posneg,positive,0.9982330794666749,0.0007460837830970142,28,2800,0.9982946987321373
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__supply_perspective__demand_perspective,negpos,negative,0.9981707629864076,0.0006934506243597284,28,2800,0.9981192170960799
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__supply_perspective__demand_perspective,negpos,positive,0.9980672388127895,0.000766285229735205,28,2800,0.9981192170960799
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__supply_perspective__demand_perspective,posneg,negative,0.9981471019516972,0.0006670555146204676,28,2800,0.9981192170960799
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__supply_perspective__demand_perspective,posneg,positive,0.9980917646334253,0.0007287626293206272,28,2800,0.9981192170960799
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__technical_perspective__human_centered_perspective,negpos,negative,0.998341792998514,0.0006380581911220022,28,2800,0.9982272602312096
Qwen2.5-1.5B-Instruct,semantic_framing,semantic_framing__technical_perspective__human_centered_perspective,negpos,positive,0.9981590354315116,0.0007171756932362478,28,2800,0.9982272602312096
