model,category,pair_slug,concat_variant,reference_variant,mean_cos,std_across_layers,n_layers,n_rows_total,pair_overall_mean
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__outline_style__narrative_style,negpos,positive,0.6529961305980837,0.20111096542913487,28,2800,0.6689438581474532
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__outline_style__narrative_style,posneg,negative,0.681332969299449,0.18450256786454156,28,2800,0.6689438581474532
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__outline_style__narrative_style,posneg,positive,0.6587903069125406,0.19722377006246072,28,2800,0.6689438581474532
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__plain_language__technical_language,negpos,negative,0.7216678324611517,0.14864350867919143,28,2800,0.6724353443866595
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__plain_language__technical_language,negpos,positive,0.6261437639222523,0.22896542082411356,28,2800,0.6724353443866595
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__plain_language__technical_language,posneg,negative,0.6908413769045445,0.1732536553043157,28,2800,0.6724353443866595
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__plain_language__technical_language,posneg,positive,0.6510884042586896,0.20592436603689948,28,2800,0.6724353443866595
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__precise_wording__approximate_wording,negpos,negative,0.7521673184573865,0.14016927559533915,28,2800,0.7431871783585884
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__precise_wording__approximate_wording,negpos,positive,0.7359241200071586,0.1555136430689333,28,2800,0.7431871783585884
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__precise_wording__approximate_wording,posneg,negative,0.7268293512743231,0.1613101472466834,28,2800,0.7431871783585884
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__precise_wording__approximate_wording,posneg,positive,0.7578279236954851,0.136948118467025,28,2800,0.7431871783585884
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__professional_register__conversational_register,negpos,negative,0.6870278880780595,0.1909436815076371,28,2800,0.7069761719912878
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__professional_register__conversational_register,negpos,positive,0.7236488168379799,0.15836181315567258,28,2800,0.7069761719912878
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__professional_register__conversational_register,posneg,negative,0.6940627682037908,0.18549679671238295,28,2800,0.7069761719912878
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__professional_register__conversational_register,posneg,positive,0.7231652148453213,0.15830439971233273,28,2800,0.7069761719912878
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__short_form__long_form,negpos,negative,0.7242521263694087,0.15464547721683802,28,2800,0.6936831618122481
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__short_form__long_form,negpos,positive,0.6663042744496929,0.20138587476936315,28,2800,0.6936831618122481
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__short_form__long_form,posneg,negative,0.694031385313683,0.18176273335900645,28,2800,0.6936831618122481
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__short_form__long_form,posneg,positive,0.6901448611162077,0.17993241278631164,28,2800,0.6936831618122481
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__simple_wording__sophisticated_wording,negpos,negative,0.7599578953092679,0.13025281170584901,28,2800,0.7099282366808831
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__simple_wording__sophisticated_wording,negpos,positive,0.6680336042156244,0.21203975863818852,28,2800,0.7099282366808831
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__simple_wording__sophisticated_wording,posneg,negative,0.7280367907390256,0.15731582522980733,28,2800,0.7099282366808831
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__simple_wording__sophisticated_wording,posneg,positive,0.6836846564596144,0.1945343788548273,28,2800,0.7099282366808831
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,negpos,negative,0.7559329928313688,0.13443054803059482,28,2800,0.748584340585555
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,negpos,positive,0.7475450271746495,0.1463621182991098,28,2800,0.748584340585555
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,posneg,negative,0.7428765563437331,0.1445910946131949,28,2800,0.748584340585555
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__specific_wording__general_wording,posneg,positive,0.7479827859924685,0.1468344693437082,28,2800,0.748584340585555
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__step_by_step__holistic_description,negpos,negative,0.7329828791603175,0.14526394050044,28,2800,0.7071289136400042
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__step_by_step__holistic_description,negpos,positive,0.6910665061076225,0.1735342483353389,28,2800,0.7071289136400042
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__step_by_step__holistic_description,posneg,negative,0.7146838304962605,0.15674859822583712,28,2800,0.7071289136400042
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__step_by_step__holistic_description,posneg,positive,0.6897824387958164,0.16942778135008904,28,2800,0.7071289136400042
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__straightforward_style__rhetorical_style,negpos,negative,0.7322885443296085,0.1498089596402665,28,2800,0.7094158500332988
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__straightforward_style__rhetorical_style,negpos,positive,0.6975928101668915,0.17855025283906012,28,2800,0.7094158500332988
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__straightforward_style__rhetorical_style,posneg,negative,0.7045808301339564,0.17305578634068977,28,2800,0.7094158500332988
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__straightforward_style__rhetorical_style,posneg,positive,0.7032012155027386,0.17101201463357316,28,2800,0.7094158500332988
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__structured__free_flowing,negpos,negative,0.7302475335946931,0.14933741067306489,28,2800,0.7189182060625652
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__structured__free_flowing,negpos,positive,0.6945391463525973,0.1755919838622523,28,2800,0.7189182060625652
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__structured__free_flowing,posneg,negative,0.7295558935247686,0.15252687220067074,28,2800,0.7189182060625652
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__structured__free_flowing,posneg,positive,0.7213302507782016,0.15617976293285238,28,2800,0.7189182060625652
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__succinct__detailed,negpos,negative,0.7214089039596415,0.1531086272498812,28,2800,0.7006004450162466
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__succinct__detailed,negpos,positive,0.6860877241088009,0.18235659035487012,28,2800,0.7006004450162466
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__succinct__detailed,posneg,negative,0.7120411356299039,0.16128994585743692,28,2800,0.7006004450162466
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__succinct__detailed,posneg,positive,0.6828640163666401,0.18414559833968994,28,2800,0.7006004450162466
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__summary_style__full_exposition,negpos,negative,0.7202440579320573,0.15328894600093126,28,2800,0.7056133106254106
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__summary_style__full_exposition,negpos,positive,0.690793412260802,0.17448019637160017,28,2800,0.7056133106254106
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__summary_style__full_exposition,posneg,negative,0.7144398517736391,0.15925442907294643,28,2800,0.7056133106254106
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__summary_style__full_exposition,posneg,positive,0.6969759205351436,0.17223304562241262,28,2800,0.7056133106254106
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__systematic_layout__impressionistic_layout,negpos,negative,0.7067677142229688,0.16779115530670466,28,2800,0.6953137896046506
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__systematic_layout__impressionistic_layout,negpos,positive,0.6754451766858087,0.18692606702394313,28,2800,0.6953137896046506
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__systematic_layout__impressionistic_layout,posneg,negative,0.7160636645866311,0.16115420459426283,28,2800,0.6953137896046506
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__systematic_layout__impressionistic_layout,posneg,positive,0.6829786029231937,0.18428629949415437,28,2800,0.6953137896046506
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__taxonomy_style__story_style,negpos,negative,0.6437453015580751,0.21073106771751823,28,2800,0.6639302167300078
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__taxonomy_style__story_style,negpos,positive,0.6796317092822949,0.17223736084854094,28,2800,0.6639302167300078
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__taxonomy_style__story_style,posneg,negative,0.6388934703759566,0.21801603489940063,28,2800,0.6639302167300078
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__taxonomy_style__story_style,posneg,positive,0.6934503857037048,0.1604356927199738,28,2800,0.6639302167300078
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__technical_register__lay_register,negpos,negative,0.6621233890024095,0.2073743123639182,28,2800,0.6980832650182576
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__technical_register__lay_register,negpos,positive,0.7336599710582965,0.147845748657985,28,2800,0.6980832650182576
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__technical_register__lay_register,posneg,negative,0.6693701973299995,0.20229176549987327,28,2800,0.6980832650182576
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__technical_register__lay_register,posneg,positive,0.7271795026823246,0.1488952355215453,28,2800,0.6980832650182576
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__terminology_heavy__terminology_light,negpos,negative,0.6587716710093943,0.21159024838056642,28,2800,0.6992296288524577
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__terminology_heavy__terminology_light,negpos,positive,0.7465070565822963,0.13909985970218586,28,2800,0.6992296288524577
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__terminology_heavy__terminology_light,posneg,negative,0.629421068383614,0.23592101522720044,28,2800,0.6992296288524577
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__terminology_heavy__terminology_light,posneg,positive,0.7622187194345259,0.12798154024013808,28,2800,0.6992296288524577
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__tight_structure__loose_structure,negpos,negative,0.7430939467022158,0.14339069647443106,28,2800,0.7295963515259033
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__tight_structure__loose_structure,negpos,positive,0.7187350387860655,0.16272748380264956,28,2800,0.7295963515259033
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__tight_structure__loose_structure,posneg,negative,0.736324180948178,0.14807739472569165,28,2800,0.7295963515259033
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__tight_structure__loose_structure,posneg,positive,0.7202322396671539,0.15837838417665207,28,2800,0.7295963515259033
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__well_organized__loosely_organized,negpos,negative,0.734182125272261,0.14843478884907613,28,2800,0.7154967818054633
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__well_organized__loosely_organized,negpos,positive,0.7044461324381944,0.17065205272533346,28,2800,0.7154967818054633
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__well_organized__loosely_organized,posneg,negative,0.7221387356318262,0.15697137551318585,28,2800,0.7154967818054633
Llama-3.2-3B-Instruct,linguistic_style,linguistic_style__well_organized__loosely_organized,posneg,positive,0.7012201338795714,0.16945494008306236,28,2800,0.7154967818054633
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__analytic_perspective__experiential_perspective,negpos,negative,0.6999936397066483,0.17577670054757322,28,2800,0.6862808204352239
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__analytic_perspective__experiential_perspective,negpos,positive,0.6813637122838646,0.18893088296014057,28,2800,0.6862808204352239
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__analytic_perspective__experiential_perspective,posneg,negative,0.663099430733252,0.2053467148423833,28,2800,0.6862808204352239
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__analytic_perspective__experiential_perspective,posneg,positive,0.7006664990171305,0.1692043265781535,28,2800,0.6862808204352239
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,negative,0.7404615526058806,0.1419488117174575,28,2800,0.719906020808663
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,negpos,positive,0.7047977585981567,0.16937344208486785,28,2800,0.719906020808663
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,negative,0.7193076867312606,0.15639273191781777,28,2800,0.719906020808663
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__behavioral_perspective__structural_perspective,posneg,positive,0.7150570852993537,0.15751068716149083,28,2800,0.719906020808663
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,negative,0.7023124533726826,0.16576377035127443,28,2800,0.7067734502460206
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,negpos,positive,0.7045758305153988,0.15867890843275798,28,2800,0.7067734502460206
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,negative,0.6933931254763521,0.17440387338589394,28,2800,0.7067734502460206
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__capability_perspective__limitation_perspective,posneg,positive,0.7268123916196488,0.14620624623657197,28,2800,0.7067734502460206
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,negative,0.7143476095970039,0.16169714811489508,28,2800,0.7156457332841115
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,negpos,positive,0.707501112688154,0.1690778231139673,28,2800,0.7156457332841115
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,negative,0.7021293905694662,0.17495250200283033,28,2800,0.7156457332841115
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__causal_perspective__correlational_perspective,posneg,positive,0.7386048202818217,0.15021055483708012,28,2800,0.7156457332841115
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__competition_perspective__cooperation_perspective,negpos,negative,0.7234828084165639,0.15224710787980927,28,2800,0.7085676165242727
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__competition_perspective__cooperation_perspective,negpos,positive,0.6926885312386054,0.17311097017760185,28,2800,0.7085676165242727
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__competition_perspective__cooperation_perspective,posneg,negative,0.7101606442791522,0.1598179953114627,28,2800,0.7085676165242727
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__competition_perspective__cooperation_perspective,posneg,positive,0.7079384821627694,0.15877500441126727,28,2800,0.7085676165242727
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__constraint_perspective__capability_perspective,negpos,negative,0.7347806510514993,0.14459331373910214,28,2800,0.7263940318636479
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__constraint_perspective__capability_perspective,negpos,positive,0.7116152075710004,0.1628699263020263,28,2800,0.7263940318636479
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__constraint_perspective__capability_perspective,posneg,negative,0.7239404634109409,0.15246234875777426,28,2800,0.7263940318636479
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__constraint_perspective__capability_perspective,posneg,positive,0.735239805421151,0.141969928656265,28,2800,0.7263940318636479
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__cost_benefit_perspective__duty_based_perspective,negpos,negative,0.6928425073879951,0.17226222503119196,28,2800,0.680253512009028
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__cost_benefit_perspective__duty_based_perspective,negpos,positive,0.686767450919323,0.17418509964929463,28,2800,0.680253512009028
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__cost_benefit_perspective__duty_based_perspective,posneg,negative,0.6611576228107152,0.19296165342037483,28,2800,0.680253512009028
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__cost_benefit_perspective__duty_based_perspective,posneg,positive,0.6802464669180784,0.17454368763356745,28,2800,0.680253512009028
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__cost_effectiveness_perspective__moral_value_perspective,negpos,negative,0.7024008829749292,0.16342619718509382,28,2800,0.6937747905300359
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__cost_effectiveness_perspective__moral_value_perspective,negpos,positive,0.6918985885056076,0.16770909058324998,28,2800,0.6937747905300359
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__cost_effectiveness_perspective__moral_value_perspective,posneg,negative,0.682024022430522,0.17815961667257252,28,2800,0.6937747905300359
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__cost_effectiveness_perspective__moral_value_perspective,posneg,positive,0.6987756682090848,0.1615312222904651,28,2800,0.6937747905300359
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__cost_perspective__benefit_perspective,negpos,negative,0.6838655236637676,0.18045588281969632,28,2800,0.6897681658200385
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__cost_perspective__benefit_perspective,negpos,positive,0.6964486159804244,0.16745682821699687,28,2800,0.6897681658200385
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__cost_perspective__benefit_perspective,posneg,negative,0.6725013905108806,0.1866844655640826,28,2800,0.6897681658200385
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__cost_perspective__benefit_perspective,posneg,positive,0.7062571331250814,0.15818360516463956,28,2800,0.6897681658200385
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__diagnostic_perspective__prescriptive_perspective,negpos,negative,0.6951407974395897,0.18124505945653888,28,2800,0.6996522872021275
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__diagnostic_perspective__prescriptive_perspective,negpos,positive,0.71461283773328,0.16602614835384236,28,2800,0.6996522872021275
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__diagnostic_perspective__prescriptive_perspective,posneg,negative,0.6591787931970214,0.2106685412636357,28,2800,0.6996522872021275
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__diagnostic_perspective__prescriptive_perspective,posneg,positive,0.7296767204386188,0.15174139429467634,28,2800,0.6996522872021275
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__economic_perspective__ethical_perspective,negpos,negative,0.6906309479274458,0.17158728417622768,28,2800,0.6789776823593859
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__economic_perspective__ethical_perspective,negpos,positive,0.6536883095770714,0.19473531711386718,28,2800,0.6789776823593859
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__economic_perspective__ethical_perspective,posneg,negative,0.6782492412851967,0.18242767213573252,28,2800,0.6789776823593859
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__economic_perspective__ethical_perspective,posneg,positive,0.6933422306478298,0.1663491521375474,28,2800,0.6789776823593859
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__efficiency_analysis_perspective__equity_analysis_perspective,negpos,negative,0.7228951037374937,0.15337670321898147,28,2800,0.7113436832426989
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__efficiency_analysis_perspective__equity_analysis_perspective,negpos,positive,0.7089190521852312,0.16001316076773295,28,2800,0.7113436832426989
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__efficiency_analysis_perspective__equity_analysis_perspective,posneg,negative,0.6973417170638223,0.17274355733562796,28,2800,0.7113436832426989
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__efficiency_analysis_perspective__equity_analysis_perspective,posneg,positive,0.7162188599842485,0.15350916313177393,28,2800,0.7113436832426989
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__efficiency_perspective__fairness_perspective,negpos,negative,0.7252590832602968,0.14798197355841172,28,2800,0.7077549232818753
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__efficiency_perspective__fairness_perspective,negpos,positive,0.7004771353145923,0.1628311185393924,28,2800,0.7077549232818753
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__efficiency_perspective__fairness_perspective,posneg,negative,0.7021566355682325,0.16329583313230453,28,2800,0.7077549232818753
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__efficiency_perspective__fairness_perspective,posneg,positive,0.7031268389843797,0.15875153012457585,28,2800,0.7077549232818753
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__effort_perspective__outcome_perspective,negpos,negative,0.7216284890938833,0.1540134757502928,28,2800,0.7191284950445732
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__effort_perspective__outcome_perspective,negpos,positive,0.7221119962227194,0.15353474154837254,28,2800,0.7191284950445732
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__effort_perspective__outcome_perspective,posneg,negative,0.7083929256856374,0.16392618524753222,28,2800,0.7191284950445732
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__effort_perspective__outcome_perspective,posneg,positive,0.7243805691760528,0.1518536050251584,28,2800,0.7191284950445732
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__evidence_perspective__narrative_perspective,negpos,negative,0.6873495355662885,0.1800171041434184,28,2800,0.6902981670542927
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__evidence_perspective__narrative_perspective,negpos,positive,0.6981888029537094,0.1676276707003234,28,2800,0.6902981670542927
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__evidence_perspective__narrative_perspective,posneg,negative,0.6559317817995203,0.20721565160094166,28,2800,0.6902981670542927
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__evidence_perspective__narrative_perspective,posneg,positive,0.7197225478976528,0.14792873842984736,28,2800,0.6902981670542927
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__feasibility_perspective__desirability_perspective,negpos,negative,0.7065181942743692,0.1620579761065652,28,2800,0.7095713302587225
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__feasibility_perspective__desirability_perspective,negpos,positive,0.701909910922821,0.1603227296739917,28,2800,0.7095713302587225
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__feasibility_perspective__desirability_perspective,posneg,negative,0.7029103174844045,0.16497295221954872,28,2800,0.7095713302587225
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__feasibility_perspective__desirability_perspective,posneg,positive,0.7269468983532955,0.1423478299841741,28,2800,0.7095713302587225
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__growth_perspective__sustainability_perspective,negpos,negative,0.7126425572638516,0.1579238251708907,28,2800,0.7067345834648086
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__growth_perspective__sustainability_perspective,negpos,positive,0.6850226646942107,0.16935813511558515,28,2800,0.7067345834648086
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__growth_perspective__sustainability_perspective,posneg,negative,0.7126432916115555,0.15883155620857672,28,2800,0.7067345834648086
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__growth_perspective__sustainability_perspective,posneg,positive,0.7166298202896163,0.1506296124409209,28,2800,0.7067345834648086
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__impact_measurement_perspective__principle_based_perspective,negpos,negative,0.7390928553314131,0.1401403057549569,28,2800,0.7191999108136564
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__impact_measurement_perspective__principle_based_perspective,negpos,positive,0.7117562630125757,0.16131503534560168,28,2800,0.7191999108136564
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__impact_measurement_perspective__principle_based_perspective,posneg,negative,0.7047727801699448,0.16417021923836556,28,2800,0.7191999108136564
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__impact_measurement_perspective__principle_based_perspective,posneg,positive,0.7211777447406922,0.14895972905365618,28,2800,0.7191999108136564
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__implementation_perspective__design_perspective,negpos,negative,0.699376291370114,0.162251765272894,28,2800,0.6789602422720931
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__implementation_perspective__design_perspective,negpos,positive,0.6614016902927063,0.18746409177361972,28,2800,0.6789602422720931
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__implementation_perspective__design_perspective,posneg,negative,0.6781952028657983,0.1751031087577457,28,2800,0.6789602422720931
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__implementation_perspective__design_perspective,posneg,positive,0.6768677845597537,0.17137140738575085,28,2800,0.6789602422720931
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__incentive_perspective__norm_perspective,negpos,negative,0.7351645240450596,0.14116673772247607,28,2800,0.7087097745858015
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__incentive_perspective__norm_perspective,negpos,positive,0.6949445965513116,0.17009379658605478,28,2800,0.7087097745858015
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__incentive_perspective__norm_perspective,posneg,negative,0.7035977415128168,0.162010431855156,28,2800,0.7087097745858015
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__incentive_perspective__norm_perspective,posneg,positive,0.7011322362340179,0.16106973429507526,28,2800,0.7087097745858015
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__individual_impact_perspective__system_impact_perspective,negpos,negative,0.6940015026595824,0.17074101178902143,28,2800,0.6845589729463492
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__individual_impact_perspective__system_impact_perspective,negpos,positive,0.678698860574995,0.1822047061108569,28,2800,0.6845589729463492
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__individual_impact_perspective__system_impact_perspective,posneg,negative,0.6760692338800739,0.18561036368527875,28,2800,0.6845589729463492
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__individual_impact_perspective__system_impact_perspective,posneg,positive,0.6894662946707453,0.17351074284948606,28,2800,0.6845589729463492
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__individual_perspective__societal_perspective,negpos,negative,0.7060500574602641,0.16144811235015846,28,2800,0.6849746474559278
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__individual_perspective__societal_perspective,negpos,positive,0.6584758143443227,0.19534667113056609,28,2800,0.6849746474559278
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__individual_perspective__societal_perspective,posneg,negative,0.6864927183641791,0.17767137906919347,28,2800,0.6849746474559278
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__individual_perspective__societal_perspective,posneg,positive,0.6888799996549454,0.17247108098839614,28,2800,0.6849746474559278
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__innovation_benefit_perspective__innovation_risk_perspective,negpos,negative,0.7331068126697077,0.14318066915235292,28,2800,0.7137513468379961
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__innovation_benefit_perspective__innovation_risk_perspective,negpos,positive,0.7016772569229287,0.16425018351735376,28,2800,0.7137513468379961
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__innovation_benefit_perspective__innovation_risk_perspective,posneg,negative,0.7163643423348455,0.15429606391516218,28,2800,0.7137513468379961
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__innovation_benefit_perspective__innovation_risk_perspective,posneg,positive,0.7038569754245027,0.16080971366085406,28,2800,0.7137513468379961
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__innovation_perspective__regulation_perspective,negpos,negative,0.7103227172034013,0.1556089575568082,28,2800,0.7086735454699575
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__innovation_perspective__regulation_perspective,negpos,positive,0.7033661176042584,0.16105338614116912,28,2800,0.7086735454699575
Llama-3.2-3B-Instruct,semantic_framing,semantic_framing__innovation_perspective__regulation_perspective,posneg,negative,0.6970051225053908,0.16651769620315543,28,2800,0.7086735454699575
