model,category,concat_variant,reference_variant,layer,mean_cos,std_across_pairs,n_pairs,n_rows_total,sem_across_pairs
Llama-3.2-3B-Instruct,ideology,negpos,negative,16,0.27346822657268527,0.04659339978900947,50,5000,0.00658930178986889
Llama-3.2-3B-Instruct,ideology,negpos,negative,17,0.2630940483973187,0.044626877906571216,50,5000,0.006311193598184125
Llama-3.2-3B-Instruct,ideology,negpos,negative,18,0.26162392426740316,0.04725141237658229,50,5000,0.00668235882242466
Llama-3.2-3B-Instruct,ideology,negpos,negative,19,0.2628032210045772,0.04894445635661557,50,5000,0.006921791398250377
Llama-3.2-3B-Instruct,ideology,negpos,negative,20,0.26923596560148005,0.053846968821462005,50,5000,0.007615111359999276
Llama-3.2-3B-Instruct,ideology,negpos,negative,21,0.26824116916436763,0.05516943932863731,50,5000,0.0078021369327078505
Llama-3.2-3B-Instruct,ideology,negpos,negative,22,0.26495564798520826,0.054453070441594864,50,5000,0.007700827073136096
Llama-3.2-3B-Instruct,ideology,negpos,negative,23,0.2601836197721768,0.05421258865591671,50,5000,0.00766681781285512
Llama-3.2-3B-Instruct,ideology,negpos,negative,24,0.25557496149575126,0.05273027264111987,50,5000,0.007457186671670267
Llama-3.2-3B-Instruct,ideology,negpos,negative,25,0.24776298563809682,0.052094076899205255,50,5000,0.0073672150070163015
Llama-3.2-3B-Instruct,ideology,negpos,negative,26,0.2437541706299904,0.05028182786409641,50,5000,0.007110924290631453
Llama-3.2-3B-Instruct,ideology,negpos,negative,27,0.24508082784115182,0.048636582954643355,50,5000,0.006878251524194073
Llama-3.2-3B-Instruct,ideology,negpos,positive,0,0.42592622519675133,0.09942771658244136,50,5000,0.014061202526667683
Llama-3.2-3B-Instruct,ideology,negpos,positive,1,0.3819833487594479,0.07720409895201301,50,5000,0.010918308380873125
Llama-3.2-3B-Instruct,ideology,negpos,positive,2,0.3775112381000594,0.05329000955050119,50,5000,0.007536345424531054
Llama-3.2-3B-Instruct,ideology,negpos,positive,3,0.2824898456923683,0.03678473428954596,50,5000,0.005202147012056653
Llama-3.2-3B-Instruct,ideology,negpos,positive,4,0.12836193352707503,0.03179292823772189,50,5000,0.004496199030134084
Llama-3.2-3B-Instruct,ideology,negpos,positive,5,0.15479372856909662,0.035941576847695667,50,5000,0.005082906543108604
Llama-3.2-3B-Instruct,ideology,negpos,positive,6,0.11034127018798122,0.030243644172531874,50,5000,0.00427709717643806
Llama-3.2-3B-Instruct,ideology,negpos,positive,7,0.12689057062395337,0.03025233736737385,50,5000,0.004278326579842647
Llama-3.2-3B-Instruct,ideology,negpos,positive,8,0.15122953267312977,0.03681210251627226,50,5000,0.0052060174637980966
Llama-3.2-3B-Instruct,ideology,negpos,positive,9,0.15445655367609376,0.02908690310139154,50,5000,0.004113509285341995
Llama-3.2-3B-Instruct,ideology,negpos,positive,10,0.16494177269944246,0.02760017547200636,50,5000,0.003903254247638863
Llama-3.2-3B-Instruct,ideology,negpos,positive,11,0.18074125030661795,0.032846445167468874,50,5000,0.004645188823157869
Llama-3.2-3B-Instruct,ideology,negpos,positive,12,0.19531869639721683,0.03863232168626249,50,5000,0.005463435327467264
Llama-3.2-3B-Instruct,ideology,negpos,positive,13,0.23314925041287565,0.05540703458314828,50,5000,0.00783573797583634
Llama-3.2-3B-Instruct,ideology,negpos,positive,14,0.242215687639058,0.06509994514739932,50,5000,0.009206522533719667
Llama-3.2-3B-Instruct,ideology,negpos,positive,15,0.23684703095508086,0.06571261266810134,50,5000,0.009293166805419898
Llama-3.2-3B-Instruct,ideology,negpos,positive,16,0.2353403249039094,0.06775179273591753,50,5000,0.00958155041622255
Llama-3.2-3B-Instruct,ideology,negpos,positive,17,0.2302083836822745,0.06795885859659155,50,5000,0.009610833951069517
Llama-3.2-3B-Instruct,ideology,negpos,positive,18,0.22788585976220194,0.07203487467843914,50,5000,0.010187269673409487
Llama-3.2-3B-Instruct,ideology,negpos,positive,19,0.2306746021893799,0.07358931236663639,50,5000,0.010407100359460731
Llama-3.2-3B-Instruct,ideology,negpos,positive,20,0.23514135185352167,0.07662226345403311,50,5000,0.010836024415641797
Llama-3.2-3B-Instruct,ideology,negpos,positive,21,0.23253930946669385,0.07574747498495862,50,5000,0.010712310643924524
Llama-3.2-3B-Instruct,ideology,negpos,positive,22,0.2302523945582163,0.07559865835792387,50,5000,0.010691264794698606
Llama-3.2-3B-Instruct,ideology,negpos,positive,23,0.2270375718688928,0.07515739751686741,50,5000,0.010628861088101986
Llama-3.2-3B-Instruct,ideology,negpos,positive,24,0.221261443327158,0.073646573879441,50,5000,0.010415198360261758
Llama-3.2-3B-Instruct,ideology,negpos,positive,25,0.21403792336742328,0.07162641415336263,50,5000,0.010129504631983763
Llama-3.2-3B-Instruct,ideology,negpos,positive,26,0.21321310589374762,0.06892169283401044,50,5000,0.009746999274757012
Llama-3.2-3B-Instruct,ideology,negpos,positive,27,0.21380056365713065,0.06848324115302931,50,5000,0.009684992843388132
Llama-3.2-3B-Instruct,ideology,posneg,negative,0,0.5724846896647837,0.0741861108988406,50,5000,0.010491500417285485
Llama-3.2-3B-Instruct,ideology,posneg,negative,1,0.510632833788969,0.060471199105316994,50,5000,0.008551918990770306
Llama-3.2-3B-Instruct,ideology,posneg,negative,2,0.4702451856052823,0.04740159986810182,50,5000,0.0067035985411652305
Llama-3.2-3B-Instruct,ideology,posneg,negative,3,0.38330948152075167,0.03404397646570494,50,5000,0.0048145453234910394
Llama-3.2-3B-Instruct,ideology,posneg,negative,4,0.2394277259474609,0.02540447758499744,50,5000,0.0035927356745706672
Llama-3.2-3B-Instruct,ideology,posneg,negative,5,0.25559711902999377,0.027137289213396993,50,5000,0.0038377922451627126
Llama-3.2-3B-Instruct,ideology,posneg,negative,6,0.2183292868899049,0.023646456285486814,50,5000,0.0033441139180997973
Llama-3.2-3B-Instruct,ideology,posneg,negative,7,0.22895742839697994,0.030151785984435527,50,5000,0.0042641064668959726
Llama-3.2-3B-Instruct,ideology,posneg,negative,8,0.2394620618640142,0.038760307711615885,50,5000,0.005481535284752165
Llama-3.2-3B-Instruct,ideology,posneg,negative,9,0.22440839070113883,0.03286608913786143,50,5000,0.00464796690009267
Llama-3.2-3B-Instruct,ideology,posneg,negative,10,0.22811151418128672,0.030129351675944892,50,5000,0.00426093377656298
Llama-3.2-3B-Instruct,ideology,posneg,negative,11,0.2325402543028895,0.034973473868768666,50,5000,0.004945996106851368
Llama-3.2-3B-Instruct,ideology,posneg,negative,12,0.2348253038629801,0.03732002272086958,50,5000,0.005277848227992581
Llama-3.2-3B-Instruct,ideology,posneg,negative,13,0.24523173324027056,0.047312994188655456,50,5000,0.006691067805807597
Llama-3.2-3B-Instruct,ideology,posneg,negative,14,0.24431428146835468,0.0515010711945612,50,5000,0.007283351336009079
Llama-3.2-3B-Instruct,ideology,posneg,negative,15,0.2343451750255519,0.05096381949739312,50,5000,0.007207372472354772
Llama-3.2-3B-Instruct,ideology,posneg,negative,16,0.23194787738404218,0.05192330860624899,50,5000,0.0073430647234240965
Llama-3.2-3B-Instruct,ideology,posneg,negative,17,0.22328296350636684,0.05113713068978926,50,5000,0.00723188237623454
Llama-3.2-3B-Instruct,ideology,posneg,negative,18,0.2183495292450553,0.05376089440860054,50,5000,0.007602938599795077
Llama-3.2-3B-Instruct,ideology,posneg,negative,19,0.22107944493252,0.056309312931029164,50,5000,0.007963339403497213
Llama-3.2-3B-Instruct,ideology,posneg,negative,20,0.22579095416560505,0.06154966711822498,50,5000,0.008704437399814309
Llama-3.2-3B-Instruct,ideology,posneg,negative,21,0.22391805976830853,0.06312054056412149,50,5000,0.00892659245301017
Llama-3.2-3B-Instruct,ideology,posneg,negative,22,0.22090887830983053,0.06205155678674842,50,5000,0.008775415317418388
Llama-3.2-3B-Instruct,ideology,posneg,negative,23,0.21619383833722292,0.061647804097948546,50,5000,0.008718316064583849
Llama-3.2-3B-Instruct,ideology,posneg,negative,24,0.21054518944003256,0.05976076178818898,50,5000,0.008451447981860467
Llama-3.2-3B-Instruct,ideology,posneg,negative,25,0.20325815815826245,0.05902782457368515,50,5000,0.008347795006948539
Llama-3.2-3B-Instruct,ideology,posneg,negative,26,0.20188126504875098,0.05692995321536981,50,5000,0.008051111194244178
Llama-3.2-3B-Instruct,ideology,posneg,negative,27,0.20400889437692837,0.05532840100849452,50,5000,0.007824617509063016
Llama-3.2-3B-Instruct,ideology,posneg,positive,0,0.42034553445946926,0.09791370547482847,50,5000,0.01384708902247072
Llama-3.2-3B-Instruct,ideology,posneg,positive,1,0.37902980855492446,0.07569677818194884,50,5000,0.010705141033285985
Llama-3.2-3B-Instruct,ideology,posneg,positive,2,0.38210664087918356,0.05175641229283795,50,5000,0.007319462020430501
Llama-3.2-3B-Instruct,ideology,posneg,positive,3,0.2879847016373327,0.038839253155107556,50,5000,0.005492699856439512
Llama-3.2-3B-Instruct,ideology,posneg,positive,4,0.1331721093573046,0.03296674562529202,50,5000,0.004662201877059187
Llama-3.2-3B-Instruct,ideology,posneg,positive,5,0.15773923219368594,0.03575433983558996,50,5000,0.005056427230918794
Llama-3.2-3B-Instruct,ideology,posneg,positive,6,0.11383336051239595,0.030404099730785766,50,5000,0.004299789019102139
Llama-3.2-3B-Instruct,ideology,posneg,positive,7,0.13083556626989837,0.0306516297597166,50,5000,0.004334795051502999
Llama-3.2-3B-Instruct,ideology,posneg,positive,8,0.1502152741873657,0.03534471688910324,50,5000,0.004998497798280719
Llama-3.2-3B-Instruct,ideology,posneg,positive,9,0.15198019083129163,0.027780002853455398,50,5000,0.00392868567981199
Llama-3.2-3B-Instruct,ideology,posneg,positive,10,0.16268726816914364,0.02819171179673844,50,5000,0.003986910116946108
Llama-3.2-3B-Instruct,ideology,posneg,positive,11,0.17941571730718767,0.030621717594042207,50,5000,0.004330564832465331
Llama-3.2-3B-Instruct,ideology,posneg,positive,12,0.20992759594581614,0.03774590746822287,50,5000,0.005338077426564068
Llama-3.2-3B-Instruct,ideology,posneg,positive,13,0.27416600747845377,0.05327259720182861,50,5000,0.007533882946566501
Llama-3.2-3B-Instruct,ideology,posneg,positive,14,0.28646955074494324,0.06299391049746517,50,5000,0.008908684257243211
Llama-3.2-3B-Instruct,ideology,posneg,positive,15,0.28404752519241944,0.06462758144818963,50,5000,0.00913972021874016
Llama-3.2-3B-Instruct,ideology,posneg,positive,16,0.28342812912112053,0.06652368242309184,50,5000,0.009407869390173716
Llama-3.2-3B-Instruct,ideology,posneg,positive,17,0.27774895287567825,0.06662173860200554,50,5000,0.00942173662798314
Llama-3.2-3B-Instruct,ideology,posneg,positive,18,0.27774501823982056,0.0708535026730898,50,5000,0.010020198442192194
Llama-3.2-3B-Instruct,ideology,posneg,positive,19,0.28092415742769317,0.07255439087108868,50,5000,0.01026074035796123
Llama-3.2-3B-Instruct,ideology,posneg,positive,20,0.28629365136181384,0.07611910691211975,50,5000,0.010764867335084735
Llama-3.2-3B-Instruct,ideology,posneg,positive,21,0.285684238314774,0.07521375886970481,50,5000,0.010636831787059622
Llama-3.2-3B-Instruct,ideology,posneg,positive,22,0.28251867036925904,0.0743913677931661,50,5000,0.010520528125658056
Llama-3.2-3B-Instruct,ideology,posneg,positive,23,0.27936471365123483,0.07422238741483217,50,5000,0.010496630691376577
Llama-3.2-3B-Instruct,ideology,posneg,positive,24,0.2748248037084142,0.07478267496493379,50,5000,0.01057586731659483
Llama-3.2-3B-Instruct,ideology,posneg,positive,25,0.2677831131106378,0.07413790807938372,50,5000,0.010484683509183431
Llama-3.2-3B-Instruct,ideology,posneg,positive,26,0.26350680140791277,0.07222371917820039,50,5000,0.01021397631868368
Llama-3.2-3B-Instruct,ideology,posneg,positive,27,0.26295288638455644,0.07127074091424974,50,5000,0.010079204840131103
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,0,0.46699319838986747,0.1487898206006683,50,5000,0.021042058223652484
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,1,0.4314928991043858,0.11519915139954763,50,5000,0.016291620228311175
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,2,0.42084557438614034,0.08442395604465815,50,5000,0.011939350362754559
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,3,0.3956036198805737,0.0431631799886634,50,5000,0.0061041954535118745
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,4,0.22824066246047928,0.036581425503963864,50,5000,0.005173394807864673
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,5,0.27999567120975655,0.0639245215833911,50,5000,0.009040292539144332
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,6,0.2744408984306514,0.06738957281727702,50,5000,0.009530324784072243
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,7,0.2994807139140867,0.07721776569402578,50,5000,0.010920241150063915
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,8,0.295394952873901,0.08023029661251854,50,5000,0.01134627735826399
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,9,0.3103066563974105,0.09561351503100986,50,5000,0.013521792970301792
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,10,0.3332580719822769,0.0997968107586591,50,5000,0.01411340032564769
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,11,0.33431590830265634,0.10418133912743466,50,5000,0.014733466274020888
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,12,0.3132105292369647,0.10364621739418298,50,5000,0.014657788632752375
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,13,0.32323838237214003,0.11238142416943397,50,5000,0.015893133421921706
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,14,0.30920993712956885,0.11940514387917987,50,5000,0.016886437389104694
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,15,0.28363444089900797,0.11711916050999019,50,5000,0.016563150520697952
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,16,0.29048896301574134,0.1292321430308088,50,5000,0.018276184936870946
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,17,0.2843025899714896,0.13141556065101165,50,5000,0.01858496681795247
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,18,0.26963833530660397,0.13122930611597353,50,5000,0.01855862644900203
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,19,0.26255140882587663,0.1291593128566912,50,5000,0.018265885194872232
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,20,0.25663470815186523,0.12955017243806335,50,5000,0.018321161086968234
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,21,0.24552947112144627,0.12827324079172212,50,5000,0.018140575681720315
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,22,0.23731836155966796,0.12690654349758612,50,5000,0.01794729549681774
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,23,0.2293282680990911,0.12617838921241248,50,5000,0.017844318930258476
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,24,0.22228128256641397,0.12471080206066255,50,5000,0.017636770764861552
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,25,0.21863413067318224,0.1244783122618006,50,5000,0.017603891742195153
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,26,0.22355673873252913,0.12562390356059513,50,5000,0.01776590281736434
Llama-3.2-3B-Instruct,linguistic_style,negpos,negative,27,0.22174870436277686,0.1302900421380837,50,5000,0.018425794463384
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,0,0.3508943547723414,0.15308510031620529,50,5000,0.02164950250644233
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,1,0.3310090120769742,0.12573370689647081,50,5000,0.017781431354043257
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,2,0.30525609060070913,0.09781500823110899,50,5000,0.013833131124407025
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,3,0.2308696549182623,0.04792716666946459,50,5000,0.006777924911007258
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,4,0.10054513571513259,0.052272058042169604,50,5000,0.007392385341638987
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,5,0.15590985336369634,0.08974960329748455,50,5000,0.01269251062009077
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,6,0.16070641946213562,0.09745487401926352,50,5000,0.013782200455740384
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,7,0.23195517664087564,0.1094261228736225,50,5000,0.015475190704578168
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,8,0.24590952082038764,0.10936826307462222,50,5000,0.015467008093331932
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,9,0.30210957078926876,0.11499470168147738,50,5000,0.016262706671899347
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,10,0.34393992017915065,0.11211261282073767,50,5000,0.015855117756417094
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,11,0.33295939281924347,0.11261844693803047,50,5000,0.015926653503315746
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,12,0.2996640670578356,0.10135754532086805,50,5000,0.014334121524161723
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,13,0.28470434285886276,0.09638068132728704,50,5000,0.013630286668380865
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,14,0.24357559802161677,0.09962609420481114,50,5000,0.01408925735907035
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,15,0.20411724448530935,0.09495837721522062,50,5000,0.013429142491870528
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,16,0.1927018141314114,0.10138510458253108,50,5000,0.014338018992323008
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,17,0.18426163455983408,0.09936317650786644,50,5000,0.014052075181789643
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,18,0.1662530168021388,0.09682187996900325,50,5000,0.01369268157866243
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,19,0.15570236898528225,0.08992669265792434,50,5000,0.012717554837619363
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,20,0.1477907696446192,0.08822375288208241,50,5000,0.012476722784929338
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,21,0.13950436741245642,0.08617121629024092,50,5000,0.01218645027638441
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,22,0.1345348256225579,0.08286795472143749,50,5000,0.011719298545317645
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,23,0.12810621500075162,0.08082593482149623,50,5000,0.011430513321604378
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,24,0.12485419667557933,0.0794492602784285,50,5000,0.011235822140626359
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,25,0.1261266870334829,0.08071680705613526,50,5000,0.011415080325023882
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,26,0.13892167561886992,0.08297560330253258,50,5000,0.011734522353653134
Llama-3.2-3B-Instruct,linguistic_style,negpos,positive,27,0.14047335878787717,0.08494272113143621,50,5000,0.012012714824895278
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,0,0.470531027923535,0.14906300050873997,50,5000,0.02108069169674876
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,1,0.43273845159453755,0.11571464241806115,50,5000,0.01636452166727751
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,2,0.41633803264689745,0.0842764765405849,50,5000,0.011918493611271314
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,3,0.3940066696953529,0.041723077013037735,50,5000,0.005900534137577509
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,4,0.2240877836004257,0.03502446472954453,50,5000,0.004953207303537999
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,5,0.2756626125156734,0.06230995646094967,50,5000,0.008811958549795208
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,6,0.2701946030269265,0.06571901375490688,50,5000,0.009294072055797329
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,7,0.29617906503263836,0.0743689248526993,50,5000,0.010517354214579288
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,8,0.2979746228082211,0.07909174260719574,50,5000,0.01118526150668182
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,9,0.3190272036555299,0.08964074603325112,50,5000,0.012677115878146595
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,10,0.339210217001637,0.09335375378828059,50,5000,0.01320221447058251
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,11,0.33993092035553085,0.09638302680023886,50,5000,0.013630618368346729
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,12,0.31179336588806883,0.09149450672640363,50,5000,0.012939277229511638
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,13,0.28887273377467465,0.0978765758027361,50,5000,0.013841838093886769
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,14,0.2703064997371954,0.10497164592990854,50,5000,0.014845232533870316
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,15,0.24070840289846257,0.10194165267294023,50,5000,0.014416726778079954
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,16,0.23639061939714207,0.11483835718902785,50,5000,0.0162405962217369
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,17,0.2306666205879695,0.11632114616931565,50,5000,0.016450294250342938
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,18,0.21538945002310672,0.11518921022369598,50,5000,0.01629021433373964
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,19,0.20831845363214108,0.11237108890573995,50,5000,0.015891671794913027
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,20,0.20164707321184824,0.11226489327521962,50,5000,0.015876653464818365
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,21,0.19085687586433941,0.10997717719509319,50,5000,0.015553121554080984
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,22,0.18219088826184401,0.1077169557986412,50,5000,0.015233477978798158
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,23,0.1739085814733264,0.10665954095755177,50,5000,0.015083936937865833
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,24,0.16703687747289522,0.10472691269700783,50,5000,0.014810622028157156
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,25,0.16365780966659482,0.10472915652124194,50,5000,0.014810939352823502
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,26,0.1702916483348666,0.10654485817596701,50,5000,0.015067718343357048
Llama-3.2-3B-Instruct,linguistic_style,posneg,negative,27,0.1693753146465904,0.10988180245269973,50,5000,0.015539633528660916
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,0,0.3474165848241798,0.15200432498707447,50,5000,0.021496657793608823
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,1,0.3301576906795681,0.12453691382485017,50,5000,0.01761217925471925
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,2,0.31146821536202457,0.09677594582262197,50,5000,0.013686185509383586
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,3,0.23350805496678867,0.049454279037702685,50,5000,0.006993891213250259
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,4,0.10347600206987188,0.054626455176501144,50,5000,0.007725347377497388
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,5,0.15811905038507287,0.09379232338376836,50,5000,0.013264237577580839
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,6,0.16326557915226073,0.10170870849848794,50,5000,0.014383783497001331
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,7,0.23442305643538028,0.11326284079570377,50,5000,0.016017784556618894
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,8,0.24258429645897497,0.11222144745644407,50,5000,0.015870509298204286
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,9,0.29251659554120724,0.11587050698777894,50,5000,0.016386564246116345
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,10,0.3387258347925016,0.11291292816434094,50,5000,0.015968299437726995
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,11,0.325609110363105,0.11396670305838899,50,5000,0.0161173257124121
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,12,0.30234875497561786,0.10671441143177753,50,5000,0.015091696794748222
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,13,0.32018656792167044,0.11370347364030226,50,5000,0.016080099451104717
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,14,0.28335831262773076,0.11446617136580353,50,5000,0.016187961197844217
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,15,0.2461752298304876,0.10880086521232059,50,5000,0.015386765918119084
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,16,0.2433679552143241,0.11280156239562619,50,5000,0.015952549939676947
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,17,0.23259805534186317,0.11014346162719231,50,5000,0.015576637723989593
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,18,0.2146163419470363,0.10572036866621627,50,5000,0.014951117918684665
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,19,0.20281425386311347,0.09926546679129468,50,5000,0.0140382569411545
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,20,0.19558216625619873,0.09817787703055274,50,5000,0.013884448522160564
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,21,0.18680116232356295,0.0963130974599216,50,5000,0.013620728866198282
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,22,0.18092572138774954,0.09397700822743933,50,5000,0.013290355958649264
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,23,0.1743704460590312,0.09240373964968346,50,5000,0.013067862182657484
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,24,0.17032583761211498,0.09007173456207365,50,5000,0.0127380668604154
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,25,0.17114104265520297,0.09075671268754072,50,5000,0.012834937395911843
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,26,0.182798558224229,0.09498615249137528,50,5000,0.013433070509094187
Llama-3.2-3B-Instruct,linguistic_style,posneg,positive,27,0.18509313572288566,0.09631808729169893,50,5000,0.013621434534975626
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,0,0.470278374080929,0.08699745366971737,50,5000,0.012303297887163929
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,1,0.42275320280107875,0.07389163739826722,50,5000,0.01044985557545845
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,2,0.44017702712206186,0.05305619440829273,50,5000,0.007503278970011114
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,3,0.3581694118616769,0.029299257597224106,50,5000,0.004143540746145727
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,4,0.22446156358999797,0.023588644473074325,50,5000,0.003335938093181886
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,5,0.2219240425714754,0.030355463512165858,50,5000,0.004292910819102658
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,6,0.2038058127926895,0.0362756255596744,50,5000,0.005130148165005964
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,7,0.20861660756949507,0.03699730683048485,50,5000,0.005232209309095042
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,8,0.20510673764562187,0.03982267166567631,50,5000,0.005631776235953021
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,9,0.20337727315990942,0.04252083987626657,50,5000,0.00601335484365109
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,10,0.2044663659731936,0.04460539796545855,50,5000,0.0063081558757800745
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,11,0.1977707896821524,0.04643818093195193,50,5000,0.006567350528590207
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,12,0.198687364495911,0.04038488285900667,50,5000,0.0057112849054055965
Llama-3.2-3B-Instruct,semantic_framing,negpos,negative,13,0.2309370927472391,0.04060352791028054,50,5000,0.005742205985091323
