model,concat_variant,reference_variant,layer,mean_cos,std_across_pairs,n_pairs,n_rows_total,sem_across_pairs
Qwen2.5-1.5B-Instruct,posneg,positive,25,0.39769723080507957,0.08404685802206696,150,15000,0.00686239722127357
Qwen2.5-1.5B-Instruct,posneg,positive,26,0.3980025153991019,0.08455629167955285,150,15000,0.006903992305228243
Qwen2.5-1.5B-Instruct,posneg,positive,27,0.2618567326242613,0.08752246141808857,150,15000,0.007146179050224814
Qwen2.5-3B-Instruct,negpos,negative,0,0.074057162504681,0.028460105967227138,150,15000,0.0023237579215081732
Qwen2.5-3B-Instruct,negpos,negative,1,0.04736415896774399,0.03243749436401778,150,15000,0.0026485103242082897
Qwen2.5-3B-Instruct,negpos,negative,2,0.07400160474695121,0.027141572600282472,150,15000,0.002216100122913229
Qwen2.5-3B-Instruct,negpos,negative,3,0.12685562767455005,0.06436711258147589,150,15000,0.005255552734696508
Qwen2.5-3B-Instruct,negpos,negative,4,0.19426050858042213,0.053783530931578255,150,15000,0.004391406911585424
Qwen2.5-3B-Instruct,negpos,negative,5,0.21953670847641965,0.04923904719003262,150,15000,0.004020351367880059
Qwen2.5-3B-Instruct,negpos,negative,6,0.27993682513618223,0.05798382593596784,150,15000,0.004734359562582615
Qwen2.5-3B-Instruct,negpos,negative,7,0.2937442962656289,0.058146934773381245,150,15000,0.004747677343389329
Qwen2.5-3B-Instruct,negpos,negative,8,0.3225584950414841,0.06672114462200657,150,15000,0.00544775864594527
