variant,layer_index,mean_pos_projection,mean_neg_projection,mean_projection_dominance_pos_minus_neg,mean_abs_projection_gap,mean_min_projection,mean_pos_cosine,mean_neg_cosine,mean_cosine_dominance_pos_minus_neg,mean_frac_pos_projection_dominates,mean_frac_neg_projection_dominates,num_pairs
negpos,1,2.1836652302019903,2.157527981260458,0.02613724894153242,1.8087009284663107,1.266246141498069,0.045990155066406725,0.04543769340629686,0.0005524616601098688,0.48146666666666665,0.5185333333333333,150
negpos,2,-9.42164961128775,-7.031754115899128,-2.3898954953886204,3.477203813421334,-9.965303770304107,-0.16218795100116726,-0.12109897631980561,-0.041088974681361655,0.2394666666666667,0.7605333333333333,150
negpos,3,-8.3671595056216,-5.061539959441642,-3.3056195461799582,3.7869288197520428,-8.607814142407642,-0.14455884689207252,-0.08749585349311356,-0.05706299339895895,0.13226666666666667,0.8677333333333334,150
negpos,4,-7.368987297435809,-5.335706268827802,-2.0332810286080063,2.188037588750136,-7.446365577506874,-0.125134024357984,-0.09062451479284155,-0.03450950956514242,0.10573333333333333,0.8942666666666665,150
negpos,5,-3.833407808702934,-2.453948000515314,-1.3794598081876208,1.507123916751098,-3.8972398629846734,-0.06238768053112169,-0.03994219558968763,-0.022445484941434057,0.11960000000000001,0.8804,150
negpos,6,-8.424281567721755,-6.216383593306416,-2.207897974415339,2.337156793021322,-8.488910977024746,-0.1200997831366905,-0.08863980327301364,-0.03145997986367685,0.0748,0.9252,150
negpos,7,-5.817719430758335,-3.769055061483976,-2.0486643692743596,2.118654535329986,-5.8527145137861485,-0.07795686299762991,-0.05051142964457112,-0.027445433353058785,0.049933333333333337,0.9500666666666666,150
negpos,8,-6.828643168011845,-4.408227582783621,-2.420415585228224,2.440612619311736,-6.838741685053601,-0.08860391831906944,-0.05720551710881042,-0.03139840121025902,0.031933333333333334,0.9680666666666667,150
negpos,9,-6.599413749321418,-4.6161836263971345,-1.983230122924285,2.0357543541361722,-6.625675864927362,-0.08395523573250442,-0.0587324761609975,-0.025222759571506912,0.06953333333333334,0.9304666666666667,150
negpos,10,-3.4386180952430543,-2.1166610413827383,-1.3219570538603158,1.493076161720299,-3.524177649173046,-0.04470225487541181,-0.027524821482105673,-0.017177433393306137,0.12739999999999999,0.8725999999999999,150
negpos,11,-3.2257036860129222,-0.1975622643915944,-3.028141421621328,3.028141421621328,-3.2257036860129222,-0.04353607897807281,-0.0026832992254938654,-0.040852779752578935,0.0,1.0,150
negpos,12,0.07996497300400919,2.0957758389696237,-2.0158108659656144,2.0475743714670815,0.06408322025327554,0.0010565556551296261,0.027898396072641916,-0.026841840417512284,0.04886666666666667,0.9511333333333333,150
negpos,13,4.44261937501171,7.46278517153486,-3.0201657965231505,3.0201657965231505,4.44261937501171,0.06088322671456035,0.10235293288934712,-0.04146970617478676,0.0,1.0,150
negpos,14,2.3323919642491364,3.6779681561876485,-1.3455761919385119,1.3952331120234016,2.307563504206692,0.0315246734194473,0.04972635056672726,-0.01820167714727995,0.07519999999999999,0.9248,150
negpos,15,1.2565931562586519,1.4336517121079613,-0.17705855584930938,0.7688466004825023,0.9606991339420553,0.017166145879160617,0.019589383251348052,-0.002423237372187433,0.40773333333333334,0.5922666666666667,150
negpos,16,1.4202390293229343,0.9893268480233557,0.43091218129957864,1.1073825554237238,0.651091660961283,0.01842772094871025,0.012824258561752788,0.005603462386957465,0.6295999999999999,0.3704,150
negpos,17,2.905954082013715,2.5142446811353314,0.39170940087838324,1.082799851694207,2.1686994557274195,0.038266167673180716,0.033112820056644975,0.005153347616535745,0.6316666666666667,0.36833333333333335,150
negpos,18,0.29491597249804175,-0.11270748604266818,0.4076234585407099,0.9401733124595667,-0.3789824130020966,0.0037997023029715297,-0.0014870306399865276,0.005286732942958059,0.6389333333333334,0.36106666666666665,150
negpos,19,4.995520989543751,5.1619113396057905,-0.16639035006203923,0.8386299235595996,4.659401202794971,0.0638554220502812,0.06598377012813424,-0.0021283480778530378,0.4524666666666667,0.5475333333333333,150
negpos,20,6.83302926972219,6.61225472362849,0.22077454609370079,0.9069603750580338,6.269161809146323,0.08387581423348062,0.0811661018048325,0.0027097124286481174,0.6362666666666666,0.36373333333333335,150
negpos,21,5.888179900856149,6.142472340198418,-0.2542924393422689,0.9418694278233395,5.544391406615613,0.07353622035923234,0.0767118654476379,-0.00317564508840557,0.45646666666666663,0.5435333333333333,150
negpos,22,5.364024659521394,5.54193669074282,-0.177912031221426,1.28175804686258,4.812101651700817,0.06215645859912434,0.06422606808658686,-0.002069609487462527,0.4648,0.5352,150
negpos,23,-4.6519686960837605,-6.107490583056013,1.4555218869722515,1.883210637196537,-6.321334958168155,-0.04868355355933382,-0.06394761226910231,0.015264058709768488,0.8429333333333333,0.15706666666666666,150
negpos,24,-9.801003663213411,-10.805605845874078,1.0046021826606655,2.7456856109414947,-11.676147560014492,-0.09486685253078475,-0.1046331921996265,0.009766339668841743,0.5648666666666667,0.4351333333333333,150
negpos,25,-15.497644310250234,-15.943850873454352,0.4462065632041152,3.090297451229925,-17.265896317467256,-0.13802632702004708,-0.14196415036252,0.003937823342472923,0.4605333333333333,0.5394666666666666,150
negpos,26,-18.762294356972376,-18.952167813679193,0.18987345670681507,2.775518483666916,-20.244990327159243,-0.16382363770625555,-0.16543016883315537,0.0016065311268998212,0.4468666666666667,0.5531333333333334,150
negpos,27,-9.699721422938454,-9.825752873064667,0.1260314501262134,2.749762577874351,-11.137618436938736,-0.08189821944483393,-0.08290133447651916,0.0010031150316852403,0.47806666666666664,0.5219333333333334,150
negpos,28,2.9367507040875536,2.7480058476982765,0.1887448563892773,3.639857239421209,1.0224496561823102,0.020922187875606332,0.019634161674259795,0.0012880262013465374,0.47840000000000005,0.5216,150
negpos,29,-6.523716732537093,-6.45156340628998,-0.07215332624711306,2.968570922014661,-7.971925530420867,-0.04443854891041228,-0.04393535420134209,-0.0005031947090701874,0.4846666666666667,0.5153333333333333,150
negpos,30,-14.178828926537825,-16.021576341385817,1.842747414847991,5.946840772298966,-18.073623020111302,-0.07553228841282442,-0.08532736388889375,0.009795075476069344,0.6138666666666667,0.38613333333333333,150
negpos,31,-4.234130871993501,-7.2346513173162705,3.0005204453227696,9.413799033966844,-10.441290611638307,-0.018679517190330314,-0.031795302735155226,0.013115785544824916,0.6839333333333334,0.31606666666666666,150
negpos,32,-14.769326507179645,-20.93227521063999,6.162948703460345,11.855491647118662,-23.778546682469152,-0.056036804093374123,-0.07931013192736322,0.023273327833989096,0.7372,0.26280000000000003,150
negpos,33,2.8218847494712254,-0.6743376100326306,3.4962223595038555,9.616680052547038,-3.734566456554221,0.009416318336929422,-0.0027350109017921878,0.01215132923872161,0.6210666666666667,0.37893333333333334,150
negpos,34,-3.174732009546315,-0.8406733664980206,-2.3340586430482944,10.561649214257134,-7.288527295150734,-0.01164098002154681,-0.00332882773789704,-0.00831215228364977,0.41406666666666664,0.5859333333333333,150
negpos,35,-16.388717467501305,-14.812850763136613,-1.5758667043646948,9.396933207482915,-20.299250719060417,-0.054554605718892105,-0.049338843467285454,-0.005215762251606646,0.4255333333333333,0.5744666666666667,150
negpos,36,7.543207687305724,6.779624408036853,0.7635832792688706,2.1408099202921083,6.091011087525234,0.045389092936311964,0.04079725903061827,0.0045918339056937015,0.6769333333333334,0.32306666666666667,150
posneg,1,2.18016661173224,2.166840411760876,0.013326199971363714,1.8061943599514498,1.2704063317708332,0.04592099833294255,0.04563111666047865,0.0002898816724639011,0.47846666666666665,0.5215333333333334,150
posneg,2,-9.423976014975706,-7.023674391872387,-2.40030162310332,3.480642315765242,-9.964146361306668,-0.16223368338099323,-0.1209716231967597,-0.04126206018423351,0.2378,0.7622,150
posneg,3,-8.368256563871396,-5.055722714165647,-3.3125338497057486,3.7917476239977046,-8.607863451017375,-0.14458153327013748,-0.08740342251680576,-0.057178110753331735,0.13126666666666667,0.8687333333333334,150
posneg,4,-7.369290669061199,-5.344922540026876,-2.0243681290343236,2.1813812264029595,-7.447797217745518,-0.12514017504195676,-0.09078353324451056,-0.03435664179744619,0.10679999999999999,0.8931999999999999,150
posneg,5,-3.827261613247246,-2.476729278617531,-1.3505323346297153,1.486670637967268,-3.895330764916023,-0.06228920531638645,-0.04031520162000321,-0.021974003696383245,0.12253333333333333,0.8774666666666667,150
posneg,6,-8.41172183040358,-6.246875136053797,-2.164846694349784,2.3036071148440675,-8.481102040650724,-0.1199273669946794,-0.08907609470883941,-0.030851272285840003,0.07806666666666667,0.9219333333333333,150
posneg,7,-5.806772781625304,-3.7977612678930517,-2.0090115137322524,2.0859682440194836,-5.84525114676892,-0.07781492579744077,-0.05089657321567814,-0.026918352581762638,0.05233333333333333,0.9476666666666667,150
posneg,8,-6.818454592939365,-4.439098878477842,-2.3793557144615227,2.403652124949031,-6.830602798183119,-0.08847678486368489,-0.0576065573964578,-0.030870227467227097,0.0346,0.9654,150
posneg,9,-6.584416687412855,-4.650819778498143,-1.933596908914713,1.9950289651361068,-6.6151327155235515,-0.08376872060986845,-0.05917333341894875,-0.0245953871909197,0.0762,0.9238,150
